Sahih Bukhari Without_Tashkel
حدثنا الحميدي عبد الله بن الزبير قال حدثنا سفيان قال حدثنا يحيى بن سعيد الأنصاري قال أخبرني محمد بن إبراهيم التيمي أنه سمع علقمة بن وقاص الليثي يقول سمعت عمر بن الخطاب رضي الله عنه على المنبر قال سمعت رسول الله صلى الله عليه وسلم يقول إنما الأعمال بالنيات وإنما لكل امرئ ما نوى فمن كانت هجرته إلى دنيا يصيبها أو إلى امرأة ينكحها فهجرته إلى ما هاجر إليه.
حدثنا عبد الله بن يوسف قال أخبرنا مالك عن هشام بن عروة عن أبيه عن عائشة أم المؤمنين رضي الله عنها أن الحارث بن هشام رضي الله عنه سأل رسول الله صلى الله عليه وسلم فقال يا رسول الله كيف يأتيك الوحي فقال رسول الله صلى الله عليه وسلم أحيانا يأتيني مثل صلصلة الجرس وهو أشده علي فيفصم عني وقد وعيت عنه ما قال وأحيانا يتمثل لي الملك رجلا فيكلمني فأعي ما يقول قالت عائشة رضي الله عنها ولقد رأيته ينزل عليه الوحي في اليوم الشديد البرد فيفصم عنه وإن جبينه ليتفصد عرقا.
حدثنا يحيى بن بكير قال حدثنا الليث عن عقيل عن ابن شهاب عن عروة بن الزبير عن عائشة أم المؤمنين أنها قالت أول ما بدئ به رسول الله صلى الله عليه وسلم من الوحي الرؤيا الصالحة في النوم فكان لا يرى رؤيا إلا جاءت مثل فلق الصبح ثم حبب إليه الخلاء وكان يخلو بغار حراء فيتحنث فيه وهو التعبد الليالي ذوات العدد قبل أن ينزع إلى أهله ويتزود لذلك ثم يرجع إلى خديجة فيتزود لمثلها حتى جاءه الحق وهو في غار حراء فجاءه الملك فقال اقرأ قال ما أنا بقارئ قال فأخذني فغطني حتى بلغ مني الجهد ثم أرسلني فقال اقرأ قلت ما أنا بقارئ فأخذني فغطني الثانية حتى بلغ مني الجهد ثم أرسلني فقال اقرأ فقلت ما أنا بقارئ فأخذني فغطني الثالثة ثم أرسلني فقال { اقرأ باسم ربك الذي خلق خلق الإنسان من علق اقرأ وربك الأكرم } فرجع بها رسول الله صلى الله عليه وسلم يرجف فؤاده فدخل على خديجة بنت خويلد رضي الله عنها فقال زملوني زملوني فزملوه حتى ذهب عنه الروع فقال لخديجة وأخبرها الخبر لقد خشيت على نفسي فقالت خديجة كلا والله ما يخزيك الله أبدا إنك لتصل الرحم وتحمل الكل وتكسب المعدوم وتقري الضيف وتعين على نوائب الحق فانطلقت به خديجة حتى أتت به ورقة بن نوفل بن أسد بن عبد العزى ابن عم خديجة وكان امرأ قد تنصر في الجاهلية وكان يكتب الكتاب العبراني فيكتب من الإنجيل بالعبرانية ما شاء الله أن يكتب وكان شيخا كبيرا قد عمي فقالت له خديجة يا ابن عم اسمع من ابن أخيك فقال له ورقة يا ابن أخي ماذا ترى فأخبره رسول الله صلى الله عليه وسلم خبر ما رأى فقال له ورقة هذا الناموس الذي نزل الله على موسى يا ليتني فيها جذعا ليتني أكون حيا إذ يخرجك قومك فقال رسول الله صلى الله عليه وسلم أومخرجي هم قال نعم لم يأت رجل قط بمثل ما جئت به إلا عودي وإن يدركني يومك أنصرك نصرا مؤزرا ثم لم ينشب ورقة أن توفي وفتر الوحي قال ابن شهاب وأخبرني أبو سلمة بن عبد الرحمن أن جابر بن عبد الله الأنصاري قال وهو يحدث عن فترة الوحي فقال في حديثه بينا أنا أمشي إذ سمعت صوتا من السماء فرفعت بصري فإذا الملك الذي جاءني بحراء جالس على كرسي بين السماء والأرض فرعبت منه فرجعت فقلت زملوني زملوني فأنزل الله تعالى { يا أيها المدثر قم فأنذر إلى قوله والرجز فاهجر } فحمي الوحي وتتابع تابعه عبد الله بن يوسف وأبو صالح وتابعه هلال بن رداد عن الزهري وقال يونس ومعمر بوادره.
حدثنا موسى بن إسماعيل قال حدثنا أبو عوانة قال حدثنا موسى بن أبي عائشة قال حدثنا سعيد بن جبير عن ابن عباس في قوله تعالى { لا تحرك به لسانك لتعجل به } قال كان رسول الله صلى الله عليه وسلم يعالج من التنزيل شدة وكان مما يحرك شفتيه فقال ابن عباس فأنا أحركهما لكم كما كان رسول الله صلى الله عليه وسلم يحركهما وقال سعيد أنا أحركهما كما رأيت ابن عباس يحركهما فحرك شفتيه فأنزل الله تعالى { لا تحرك به لسانك لتعجل به إن علينا جمعه وقرآنه } قال جمعه لك في صدرك وتقرأه { فإذا قرأناه فاتبع قرآنه } قال فاستمع له وأنصت { ثم إن علينا بيانه } ثم إن علينا أن تقرأه فكان رسول الله صلى الله عليه وسلم بعد ذلك إذا أتاه جبريل استمع فإذا انطلق جبريل قرأه النبي صلى الله عليه وسلم كما قرأه.
حدثنا عبدان قال أخبرنا عبد الله قال أخبرنا يونس عن الزهري ح و حدثنا بشر بن محمد قال أخبرنا عبد الله قال أخبرنا يونس ومعمر عن الزهري نحوه قال أخبرني عبيد الله بن عبد الله عن ابن عباس قال كان رسول الله صلى الله عليه وسلم أجود الناس وكان أجود ما يكون في رمضان حين يلقاه جبريل وكان يلقاه في كل ليلة من رمضان فيدارسه القرآن فلرسول الله صلى الله عليه وسلم أجود بالخير من الريح المرسلة.
حدثنا أبو اليمان الحكم بن نافع قال أخبرنا شعيب عن الزهري قال أخبرني عبيد الله بن عبد الله بن عتبة بن مسعود أن عبد الله بن عباس أخبره أن أبا سفيان بن حرب أخبره أن هرقل أرسل إليه في ركب من قريش وكانوا تجارا بالشأم في المدة التي كان رسول الله صلى الله عليه وسلم ماد فيها أبا سفيان وكفار قريش فأتوه وهم بإيلياء فدعاهم في مجلسه وحوله عظماء الروم ثم دعاهم ودعا بترجمانه فقال أيكم أقرب نسبا بهذا الرجل الذي يزعم أنه نبي فقال أبو سفيان فقلت أنا أقربهم نسبا فقال أدنوه مني وقربوا أصحابه فاجعلوهم عند ظهره ثم قال لترجمانه قل لهم إني سائل هذا عن هذا الرجل فإن كذبني فكذبوه فوالله لولا الحياء من أن يأثروا علي كذبا لكذبت عنه ثم كان أول ما سألني عنه أن قال كيف نسبه فيكم قلت هو فينا ذو نسب قال فهل قال هذا القول منكم أحد قط قبله قلت لا قال فهل كان من آبائه من ملك قلت لا قال فأشراف الناس يتبعونه أم ضعفاؤهم فقلت بل ضعفاؤهم قال أيزيدون أم ينقصون قلت بل يزيدون قال فهل يرتد أحد منهم سخطة لدينه بعد أن يدخل فيه قلت لا قال فهل كنتم تتهمونه بالكذب قبل أن يقول ما قال قلت لا قال فهل يغدر قلت لا ونحن منه في مدة لا ندري ما هو فاعل فيها قال ولم تمكني كلمة أدخل فيها شيئا غير هذه الكلمة قال فهل قاتلتموه قلت نعم قال فكيف كان قتالكم إياه قلت الحرب بيننا وبينه سجال ينال منا وننال منه قال ماذا يأمركم قلت يقول اعبدوا الله وحده ولا تشركوا به شيئا واتركوا ما يقول آباؤكم ويأمرنا بالصلاة والزكاة والصدق والعفاف والصلة فقال للترجمان قل له سألتك عن نسبه فذكرت أنه فيكم ذو نسب فكذلك الرسل تبعث في نسب قومها وسألتك هل قال أحد منكم هذا القول فذكرت أن لا فقلت لو كان أحد قال هذا القول قبله لقلت رجل يأتسي بقول قيل قبله وسألتك هل كان من آبائه من ملك فذكرت أن لا قلت فلو كان من آبائه من ملك قلت رجل يطلب ملك أبيه وسألتك هل كنتم تتهمونه بالكذب قبل أن يقول ما قال فذكرت أن لا فقد أعرف أنه لم يكن ليذر الكذب على الناس ويكذب على الله وسألتك أشراف الناس اتبعوه أم ضعفاؤهم فذكرت أن ضعفاءهم اتبعوه وهم أتباع الرسل وسألتك أيزيدون أم ينقصون فذكرت أنهم يزيدون وكذلك أمر الإيمان حتى يتم وسألتك أيرتد أحد سخطة لدينه بعد أن يدخل فيه فذكرت أن لا وكذلك الإيمان حين تخالط بشاشته القلوب وسألتك هل يغدر فذكرت أن لا وكذلك الرسل لا تغدر وسألتك بما يأمركم فذكرت أنه يأمركم أن تعبدوا الله ولا تشركوا به شيئا وينهاكم عن عبادة الأوثان ويأمركم بالصلاة والصدق والعفاف فإن كان ما تقول حقا فسيملك موضع قدمي هاتين وقد كنت أعلم أنه خارج لم أكن أظن أنه منكم فلو أني أعلم أني أخلص إليه لتجشمت لقاءه ولو كنت عنده لغسلت عن قدمه ثم دعا بكتاب رسول الله صلى الله عليه وسلم الذي بعث به دحية إلى عظيم بصرى فدفعه إلى هرقل فقرأه فإذا فيه بسم الله الرحمن الرحيم من محمد عبد الله ورسوله إلى هرقل عظيم الروم سلام على من اتبع الهدى أما بعد فإني أدعوك بدعاية الإسلام أسلم تسلم يؤتك الله أجرك مرتين فإن توليت فإن عليك إثم الأريسيين و { يا أهل الكتاب تعالوا إلى كلمة سواء بيننا وبينكم أن لا نعبد إلا الله ولا نشرك به شيئا ولا يتخذ بعضنا بعضا أربابا من دون الله فإن تولوا فقولوا اشهدوا بأنا مسلمون } قال أبو سفيان فلما قال ما قال وفرغ من قراءة الكتاب كثر عنده الصخب وارتفعت الأصوات وأخرجنا فقلت لأصحابي حين أخرجنا لقد أمر أمر ابن أبي كبشة إنه يخافه ملك بني الأصفر فما زلت موقنا أنه سيظهر حتى أدخل الله علي الإسلام وكان ابن الناظور صاحب إيلياء وهرقل سقفا على نصارى الشأم يحدث أن هرقل حين قدم إيلياء أصبح يوما خبيث النفس فقال بعض بطارقته قد استنكرنا هيئتك قال ابن الناظور وكان هرقل حزاء ينظر في النجوم فقال لهم حين سألوه إني رأيت الليلة حين نظرت في النجوم ملك الختان قد ظهر فمن يختتن من هذه الأمة قالوا ليس يختتن إلا اليهود فلا يهمنك شأنهم واكتب إلى مداين ملكك فيقتلوا من فيهم من اليهود فبينما هم على أمرهم أتي هرقل برجل أرسل به ملك غسان يخبر عن خبر رسول الله صلى الله عليه وسلم فلما استخبره هرقل قال اذهبوا فانظروا أمختتن هو أم لا فنظروا إليه فحدثوه أنه مختتن وسأله عن العرب فقال هم يختتنون فقال هرقل هذا ملك هذه الأمة قد ظهر ثم كتب هرقل إلى صاحب له برومية وكان نظيره في العلم وسار هرقل إلى حمص فلم يرم حمص حتى أتاه كتاب من صاحبه يوافق رأي هرقل على خروج النبي صلى الله عليه وسلم وأنه نبي فأذن هرقل لعظماء الروم في دسكرة له بحمص ثم أمر بأبوابها فغلقت ثم اطلع فقال يا معشر الروم هل لكم في الفلاح والرشد وأن يثبت ملككم فتبايعوا هذا النبي فحاصوا حيصة حمر الوحش إلى الأبواب فوجدوها قد غلقت فلما رأى هرقل نفرتهم وأيس من الإيمان قال ردوهم علي وقال إني قلت مقالتي آنفا أختبر بها شدتكم على دينكم فقد رأيت فسجدوا له ورضوا عنه فكان ذلك آخر شأن هرقل رواه صالح بن كيسان ويونس ومعمر عن الزهري.
حدثنا عبيد الله بن موسى قال أخبرنا حنظلة بن أبي سفيان عن عكرمة بن خالد عن ابن عمر رضي الله عنهما قال قال رسول الله صلى الله عليه وسلم بني الإسلام على خمس شهادة أن لا إله إلا الله وأن محمدا رسول الله وإقام الصلاة وإيتاء الزكاة والحج وصوم رمضان.
حدثنا عبد الله بن محمد الجعفي قال حدثنا أبو عامر العقدي قال حدثنا سليمان بن بلال عن عبد الله بن دينار عن أبي صالح عن أبي هريرة رضي الله عنه عن النبي صلى الله عليه وسلم قال الإيمان بضع وستون شعبة والحياء شعبة من الإيمان.
حدثنا آدم بن أبي إياس قال حدثنا شعبة عن عبد الله بن أبي السفر وإسماعيل بن أبي خالد عن الشعبي عن عبد الله بن عمرو رضي الله عنهما عن النبي صلى الله عليه وسلم قال المسلم من سلم المسلمون من لسانه ويده والمهاجر من هجر ما نهى الله عنه قال أبو عبد الله وقال أبو معاوية حدثنا داود هو ابن أبي هند عن عامر قال سمعت عبد الله يعني ابن عمرو عن النبي صلى الله عليه وسلم وقال عبد الأعلى عن داود عن عامر عن عبد الله عن النبي صلى الله عليه وسلم.
حدثنا سعيد بن يحيى بن سعيد القرشي قال حدثنا أبي قال حدثنا أبو بردة بن عبد الله بن أبي بردة عن أبي بردة عن أبي موسى رضي الله عنه قال قالوا يا رسول الله أي الإسلام أفضل قال من سلم المسلمون من لسانه ويده.
حدثنا عمرو بن خالد قال حدثنا الليث عن يزيد عن أبي الخير عن عبد الله بن عمرو رضي الله عنهما أن رجلا سأل النبي صلى الله عليه وسلم أي الإسلام خير قال تطعم الطعام وتقرأ السلام على من عرفت ومن لم تعرف.
حدثنا مسدد قال حدثنا يحيى عن شعبة عن قتادة عن أنس رضي الله عنه عن النبي صلى الله عليه وسلم وعن حسين المعلم قال حدثنا قتادة عن أنس عن النبي صلى الله عليه وسلم قال لا يؤمن أحدكم حتى يحب لأخيه ما يحب لنفسه.
حدثنا أبو اليمان قال أخبرنا شعيب قال حدثنا أبو الزناد عن الأعرج عن أبي هريرة رضي الله عنه أن رسول الله صلى الله عليه وسلم قال فوالذي نفسي بيده لا يؤمن أحدكم حتى أكون أحب إليه من والده وولده.
حدثنا يعقوب بن إبراهيم قال حدثنا ابن علية عن عبد العزيز بن صهيب عن أنس عن النبي صلى الله عليه وسلم ح و حدثنا آدم قال حدثنا شعبة عن قتادة عن أنس قال قال النبي صلى الله عليه وسلم لا يؤمن أحدكم حتى أكون أحب إليه من والده وولده والناس أجمعين.
حدثنا محمد بن المثنى قال حدثنا عبد الوهاب الثقفي قال حدثنا أيوب عن أبي قلابة عن أنس بن مالك رضي الله عنه عن النبي صلى الله عليه وسلم قال ثلاث من كن فيه وجد حلاوة الإيمان أن يكون الله ورسوله أحب إليه مما سواهما وأن يحب المرء لا يحبه إلا لله وأن يكره أن يعود في الكفر كما يكره أن يقذف في النار.
حدثنا أبو الوليد قال حدثنا شعبة قال أخبرني عبد الله بن عبد الله بن جبر قال سمعت أنسا عن النبي صلى الله عليه وسلم قال آية الإيمان حب الأنصار وآية النفاق بغض الأنصار.
حدثنا أبو اليمان قال أخبرنا شعيب عن الزهري قال أخبرني أبو إدريس عائذ الله بن عبد الله أن عبادة بن الصامت رضي الله عنه وكان شهد بدرا وهو أحد النقباء ليلة العقبة أن رسول الله صلى الله عليه وسلم قال وحوله عصابة من أصحابه بايعوني على أن لا تشركوا بالله شيئا ولا تسرقوا ولا تزنوا ولا تقتلوا أولادكم ولا تأتوا ببهتان تفترونه بين أيديكم وأرجلكم ولا تعصوا في معروف فمن وفى منكم فأجره على الله ومن أصاب من ذلك شيئا فعوقب في الدنيا فهو كفارة له ومن أصاب من ذلك شيئا ثم ستره الله فهو إلى الله إن شاء عفا عنه وإن شاء عاقبه فبايعناه على ذلك.
حدثنا عبد الله بن مسلمة عن مالك عن عبد الرحمن بن عبد الله بن عبد الرحمن بن أبي صعصعة عن أبيه عن أبي سعيد الخدري رضي الله عنه أنه قال قال رسول الله صلى الله عليه وسلم يوشك أن يكون خير مال المسلم غنم يتبع بها شعف الجبال ومواقع القطر يفر بدينه من الفتن.
حدثنا محمد بن سلام قال أخبرنا عبدة عن هشام عن أبيه عن عائشة قالت كان رسول الله صلى الله عليه وسلم إذا أمرهم أمرهم من الأعمال بما يطيقون قالوا إنا لسنا كهيئتك يا رسول الله إن الله قد غفر لك ما تقدم من ذنبك وما تأخر فيغضب حتى يعرف الغضب في وجهه ثم يقول إن أتقاكم وأعلمكم بالله أنا.
حدثنا سليمان بن حرب قال حدثنا شعبة عن قتادة عن أنس بن مالك رضي الله عنه عن النبي صلى الله عليه وسلم قال ثلاث من كن فيه وجد حلاوة الإيمان من كان الله ورسوله أحب إليه مما سواهما ومن أحب عبدا لا يحبه إلا لله عز وجل ومن يكره أن يعود في الكفر بعد إذ أنقذه الله منه كما يكره أن يلقى في النار.
حدثنا إسماعيل قال حدثني مالك عن عمرو بن يحيى المازني عن أبيه عن أبي سعيد الخدري رضي الله عنه عن النبي صلى الله عليه وسلم قال يدخل أهل الجنة الجنة وأهل النار النار ثم يقول الله تعالى أخرجوا من النار من كان في قلبه مثقال حبة من خردل من إيمان فيخرجون منها قد اسودوا فيلقون في نهر الحيا أو الحياة شك مالك فينبتون كما تنبت الحبة في جانب السيل ألم تر أنها تخرج صفراء ملتوية قال وهيب حدثنا عمرو الحياة وقال خردل من خير.
حدثنا محمد بن عبيد الله قال حدثنا إبراهيم بن سعد عن صالح عن ابن شهاب عن أبي أمامة بن سهل بن حنيف أنه سمع أبا سعيد الخدري يقول قال رسول الله صلى الله عليه وسلم بينا أنا نائم رأيت الناس يعرضون علي وعليهم قمص منها ما يبلغ الثدي ومنها ما دون ذلك وعرض علي عمر بن الخطاب وعليه قميص يجره قالوا فما أولت ذلك يا رسول الله قال الدين.
حدثنا عبد الله بن يوسف قال أخبرنا مالك بن أنس عن ابن شهاب عن سالم بن عبد الله عن أبيه أن رسول الله صلى الله عليه وسلم مر على رجل من الأنصار وهو يعظ أخاه في الحياء فقال رسول الله صلى الله عليه وسلم دعه فإن الحياء من الإيمان.
حدثنا عبد الله بن محمد المسندي قال حدثنا أبو روح الحرمي بن عمارة قال حدثنا شعبة عن واقد بن محمد قال سمعت أبي يحدث عن ابن عمر أن رسول الله صلى الله عليه وسلم قال أمرت أن أقاتل الناس حتى يشهدوا أن لا إله إلا الله وأن محمدا رسول الله ويقيموا الصلاة ويؤتوا الزكاة فإذا فعلوا ذلك عصموا مني دماءهم وأموالهم إلا بحق الإسلام وحسابهم على الله.
حدثنا أحمد بن يونس وموسى بن إسماعيل قالا حدثنا إبراهيم بن سعد قال حدثنا ابن شهاب عن سعيد بن المسيب عن أبي هريرة أن رسول الله صلى الله عليه وسلم سئل أي العمل أفضل فقال إيمان بالله ورسوله قيل ثم ماذا قال الجهاد في سبيل الله قيل ثم ماذا قال حج مبرور.
حدثنا أبو اليمان قال أخبرنا شعيب عن الزهري قال أخبرني عامر بن سعد بن أبي وقاص عن سعد رضي الله عنه أن رسول الله صلى الله عليه وسلم أعطى رهطا وسعد جالس فترك رسول الله صلى الله عليه وسلم رجلا هو أعجبهم إلي فقلت يا رسول الله ما لك عن فلان فوالله إني لأراه مؤمنا فقال أو مسلما فسكت قليلا ثم غلبني ما أعلم منه فعدت لمقالتي فقلت ما لك عن فلان فوالله إني لأراه مؤمنا فقال أو مسلما ثم غلبني ما أعلم منه فعدت لمقالتي وعاد رسول الله صلى الله عليه وسلم ثم قال يا سعد إني لأعطي الرجل وغيره أحب إلي منه خشية أن يكبه الله في النار ورواه يونس وصالح ومعمر وابن أخي الزهري عن الزهري.
حدثنا قتيبة قال حدثنا الليث عن يزيد بن أبي حبيب عن أبي الخير عن عبد الله بن عمرو أن رجلا سأل رسول الله صلى الله عليه وسلم أي الإسلام خير قال تطعم الطعام وتقرأ السلام على من عرفت ومن لم تعرف.
حدثنا عبد الله بن مسلمة عن مالك عن زيد بن أسلم عن عطاء بن يسار عن ابن عباس قال قال النبي صلى الله عليه وسلم أريت النار فإذا أكثر أهلها النساء يكفرن قيل أيكفرن بالله قال يكفرن العشير ويكفرن الإحسان لو أحسنت إلى إحداهن الدهر ثم رأت منك شيئا قالت ما رأيت منك خيرا قط.
حدثنا سليمان بن حرب قال حدثنا شعبة عن واصل الأحدب عن المعرور بن سويد قال لقيت أبا ذر بالربذة وعليه حلة وعلى غلامه حلة فسألته عن ذلك فقال إني ساببت رجلا فعيرته بأمه فقال لي النبي صلى الله عليه وسلم يا أبا ذر أعيرته بأمه إنك امرؤ فيك جاهلية إخوانكم خولكم جعلهم الله تحت أيديكم فمن كان أخوه تحت يده فليطعمه مما يأكل وليلبسه مما يلبس ولا تكلفوهم ما يغلبهم فإن كلفتموهم فأعينوهم.
حدثنا عبد الرحمن بن المبارك حدثنا حماد بن زيد حدثنا أيوب ويونس عن الحسن عن الأحنف بن قيس قال ذهبت لأنصر هذا الرجل فلقيني أبو بكرة فقال أين تريد قلت أنصر هذا الرجل قال ارجع فإني سمعت رسول الله صلى الله عليه وسلم يقول إذا التقى المسلمان بسيفيهما فالقاتل والمقتول في النار فقلت يا رسول الله هذا القاتل فما بال المقتول قال إنه كان حريصا على قتل صاحبه.
حدثنا أبو الوليد قال حدثنا شعبة ح قال و حدثني بشر بن خالد أبو محمد العسكري قال حدثنا محمد بن جعفر عن شعبة عن سليمان عن إبراهيم عن علقمة عن عبد الله قال لما نزلت { الذين آمنوا ولم يلبسوا إيمانهم بظلم } قال أصحاب رسول الله صلى الله عليه وسلم أينا لم يظلم فأنزل الله عز وجل { إن الشرك لظلم عظيم }.
حدثنا سليمان أبو الربيع قال حدثنا إسماعيل بن جعفر قال حدثنا نافع بن مالك بن أبي عامر أبو سهيل عن أبيه عن أبي هريرة عن النبي صلى الله عليه وسلم قال آية المنافق ثلاث إذا حدث كذب وإذا وعد أخلف وإذا اؤتمن خان.
حدثنا قبيصة بن عقبة قال حدثنا سفيان عن الأعمش عن عبد الله بن مرة عن مسروق عن عبد الله بن عمرو أن النبي صلى الله عليه وسلم قال أربع من كن فيه كان منافقا خالصا ومن كانت فيه خصلة منهن كانت فيه خصلة من النفاق حتى يدعها إذا اؤتمن خان وإذا حدث كذب وإذا عاهد غدر وإذا خاصم فجر تابعه شعبة عن الأعمش.
حدثنا أبو اليمان قال أخبرنا شعيب قال حدثنا أبو الزناد عن الأعرج عن أبي هريرة قال قال رسول الله صلى الله عليه وسلم من يقم ليلة القدر إيمانا واحتسابا غفر له ما تقدم من ذنبه.
حدثنا حرمي بن حفص قال حدثنا عبد الواحد قال حدثنا عمارة قال حدثنا أبو زرعة بن عمرو بن جرير قال سمعت أبا هريرة عن النبي صلى الله عليه وسلم قال انتدب الله لمن خرج في سبيله لا يخرجه إلا إيمان بي وتصديق برسلي أن أرجعه بما نال من أجر أو غنيمة أو أدخله الجنة ولولا أن أشق على أمتي ما قعدت خلف سرية ولوددت أني أقتل في سبيل الله ثم أحيا ثم أقتل ثم أحيا ثم أقتل.
حدثنا إسماعيل قال حدثني مالك عن ابن شهاب عن حميد بن عبد الرحمن عن أبي هريرة أن رسول الله صلى الله عليه وسلم قال من قام رمضان إيمانا واحتسابا غفر له ما تقدم من ذنبه.
حدثنا محمد بن سلام قال أخبرنا محمد بن فضيل قال حدثنا يحيى بن سعيد عن أبي سلمة عن أبي هريرة قال قال رسول الله صلى الله عليه وسلم من صام رمضان إيمانا واحتسابا غفر له ما تقدم من ذنبه.
حدثنا عبد السلام بن مطهر قال حدثنا عمر بن علي عن معن بن محمد الغفاري عن سعيد بن أبي سعيد المقبري عن أبي هريرة عن النبي صلى الله عليه وسلم قال إن الدين يسر ولن يشاد الدين أحد إلا غلبه فسددوا وقاربوا وأبشروا واستعينوا بالغدوة والروحة وشيء من الدلجة.
حدثنا عمرو بن خالد قال حدثنا زهير قال حدثنا أبو إسحاق عن البراء بن عازب أن النبي صلى الله عليه وسلم كان أول ما قدم المدينة نزل على أجداده أو قال أخواله من الأنصار وأنه صلى قبل بيت المقدس ستة عشر شهرا أو سبعة عشر شهرا وكان يعجبه أن تكون قبلته قبل البيت وأنه صلى أول صلاة صلاها صلاة العصر وصلى معه قوم فخرج رجل ممن صلى معه فمر على أهل مسجد وهم راكعون فقال أشهد بالله لقد صليت مع رسول الله صلى الله عليه وسلم قبل مكة فداروا كما هم قبل البيت وكانت اليهود قد أعجبهم إذ كان يصلي قبل بيت المقدس وأهل الكتاب فلما ولى وجهه قبل البيت أنكروا ذلك قال زهير حدثنا أبو إسحاق عن البراء في حديثه هذا أنه مات على القبلة قبل أن تحول رجال وقتلوا فلم ندر ما نقول فيهم فأنزل الله تعالى { وما كان الله ليضيع إيمانكم }.
حدثنا إسحاق بن منصور قال حدثنا عبد الرزاق قال أخبرنا معمر عن همام بن منبه عن أبي هريرة قال قال رسول الله صلى الله عليه وسلم إذا أحسن أحدكم إسلامه فكل حسنة يعملها تكتب له بعشر أمثالها إلى سبع مائة ضعف وكل سيئة يعملها تكتب له بمثلها.
حدثنا محمد بن المثنى حدثنا يحيى عن هشام قال أخبرني أبي عن عائشة أن النبي صلى الله عليه وسلم دخل عليها وعندها امرأة قال من هذه قالت فلانة تذكر من صلاتها قال مه عليكم بما تطيقون فوالله لا يمل الله حتى تملوا وكان أحب الدين إليه مادام عليه صاحبه.
حدثنا مسلم بن إبراهيم قال حدثنا هشام قال حدثنا قتادة عن أنس عن النبي صلى الله عليه وسلم قال يخرج من النار من قال لا إله إلا الله وفي قلبه وزن شعيرة من خير ويخرج من النار من قال لا إله إلا الله وفي قلبه وزن برة من خير ويخرج من النار من قال لا إله إلا الله وفي قلبه وزن ذرة من خير قال أبو عبد الله قال أبان حدثنا قتادة حدثنا أنس عن النبي صلى الله عليه وسلم من إيمان مكان من خير.
حدثنا الحسن بن الصباح سمع جعفر بن عون حدثنا أبو العميس أخبرنا قيس بن مسلم عن طارق بن شهاب عن عمر بن الخطاب أن رجلا من اليهود قال له يا أمير المؤمنين آية في كتابكم تقرءونها لو علينا معشر اليهود نزلت لاتخذنا ذلك اليوم عيدا قال أي آية قال { اليوم أكملت لكم دينكم وأتممت عليكم نعمتي ورضيت لكم الإسلام دينا } قال عمر قد عرفنا ذلك اليوم والمكان الذي نزلت فيه على النبي صلى الله عليه وسلم وهو قائم بعرفة يوم جمعة.
حدثنا إسماعيل قال حدثني مالك بن أنس عن عمه أبي سهيل بن مالك عن أبيه أنه سمع طلحة بن عبيد الله يقول جاء رجل إلى رسول الله صلى الله عليه وسلم من أهل نجد ثائر الرأس يسمع دوي صوته ولا يفقه ما يقول حتى دنا فإذا هو يسأل عن الإسلام فقال رسول الله صلى الله عليه وسلم خمس صلوات في اليوم والليلة فقال هل علي غيرها قال لا إلا أن تطوع قال رسول الله صلى الله عليه وسلم وصيام رمضان قال هل علي غيره قال لا إلا أن تطوع قال وذكر له رسول الله صلى الله عليه وسلم الزكاة قال هل علي غيرها قال لا إلا أن تطوع قال فأدبر الرجل وهو يقول والله لا أزيد على هذا ولا أنقص قال رسول الله صلى الله عليه وسلم أفلح إن صدق.
حدثنا أحمد بن عبد الله بن علي المنجوفي قال حدثنا روح قال حدثنا عوف عن الحسن ومحمد عن أبي هريرة أن رسول الله صلى الله عليه وسلم قال من اتبع جنازة مسلم إيمانا واحتسابا وكان معه حتى يصلى عليها ويفرغ من دفنها فإنه يرجع من الأجر بقيراطين كل قيراط مثل أحد ومن صلى عليها ثم رجع قبل أن تدفن فإنه يرجع بقيراط تابعه عثمان المؤذن قال حدثنا عوف عن محمد عن أبي هريرة عن النبي صلى الله عليه وسلم نحوه.
حدثنا محمد بن عرعرة قال حدثنا شعبة عن زبيد قال سألت أبا وائل عن المرجئة فقال حدثني عبد الله أن النبي صلى الله عليه وسلم قال سباب المسلم فسوق وقتاله كفر.
أخبرنا قتيبة بن سعيد حدثنا إسماعيل بن جعفر عن حميد حدثني أنس بن مالك قال أخبرني عبادة بن الصامت أن رسول الله صلى الله عليه وسلم خرج يخبر بليلة القدر فتلاحى رجلان من المسلمين فقال إني خرجت لأخبركم بليلة القدر وإنه تلاحى فلان وفلان فرفعت وعسى أن يكون خيرا لكم التمسوها في السبع والتسع والخمس.
