Chapter Number,Chapter Title,Hadith Number,arabic_text,english_text,source,commentary,references,source_pdf,page_start,page_end
4,THE DESCRIPTION OF ABLUTION (WUDU),267,"عَنهُ عَنْ ابْنِ أَبِي عُمَيْرٍ عَنْ أَبِي أَيُوبَ عَنْ مُحَمِّدِ بْنِ مُسْلِمِ قَالَ: قُلْتُ لأَبِي عَبْدِ اللّهِ عَلَيْهِ السِّلَامُ: رَجُلٌ يَشُكْ فِي
الْوُضُوءِ بَعْدَ مَا فَرَغَ مِنَ الصَّلَاةِ؟ قَالَ: يَمْضِي عَلَى صَلَاتِهِ وَلَا يُعِيدُ.
قال الشيخ أيده اللّٰه تعالى : (فان تيقن انه قد احدث وتيقن أنه قد تطهر ولم يعلم أيهما سبق صاحبه وجب عليه الوضوء
اليزول الشك عنه ويدخل في صلاته على يقين من الطهارة). يدل على ذلك انه مأخوذ على الانسان ان لا يدخل في الصلاة
الا بطهارة، فينبغي أن يكون مستقينا بحصول الطهارة له ليسوغ له الدخول بها في الصلاة، ومن لا يعلم ان طهارته سابقة
للحدث فليس على يقين من طهارته ووجب عليه استينافها حسب ما بيناه. قال أيده اللّٰه تعالى : (ومن كان على يقين من
الطهارة وشك في انتقاضها فليعمل على يقينه ولا يلتفت إلى الشك وليس عليه طهارة الا أن تيقن الحدث).
يدل على ذلك:","From him, from Ibn Abi Umayr, from Abu Ayyub, from Muhammad ibn Muslim, who said:
I said to Abu Abdullah {a.s}: ""A man doubts his ablution after he has finished the prayer?""
Imam {a.s} said: ""He continues with his prayer and does not repeat it.""",Implicit (or Unnamed),"The Shaykh (Al-Mufid), may Allah {SWT} support him, said: ""If he is certain that he has
invalidated his ablution and also certain that he performed purification but does not
know which of them preceded the other, then it is obligatory for him to perform
ablution to remove doubt and to enter the prayer with certainty of purity.""
This is supported by the principle that a person is obligated not to enter prayer except
in a state of purity. Therefore, he should be certain of his purity to allow him to begin
the prayer in that state. If someone does not know whether his purity preceded the
state of invalidation, then he is not certain of his purity and is obligated to renew it, as
we have explained.
The Shaykh (Al-Mufid), may Allah {SWT} support him, also said: ""Whoever is certain of
their purity and doubts whether it has been invalidated should act according to their
certainty and disregard the doubt. There is no obligation for ablution unless the
invalidation is certain.""
This is supported by (following hadith):","Tahdib Al-Ahkam, V.1 p.102",tahdib-al-ahkam-vol.1.pdf,175,176
4,THE DESCRIPTION OF ABLUTION (WUDU),268,"مَا أَخْبَرَنِي بِهِ الشَّيْخُ أَيَّدَهُ اللَّهُ تَعَالَى عَنْ أَبِي الْقَاسِمِ جَعْفَرِ بْنِ مُحَمَّدٍ عَنْ مُحَمِّدِ بْنِ يَعْقُوبَ عَنْ عِدَّةٍ مِنْ أَصْحَابِنَا
عَنْ أَحْمَدَ بْنِ مُحَمَّدٍ عَنِ الْعَبَّاسِ بْنِ عَامِرِ الْقَصَبَانِيِّ عَنْ عَبْدِ اللَّهِ بْنِ بُكَيْرٍ عَنْ أَبِيهِ قَالَ قَالَ لِي أَبُو عَبْدِ اللَّهِ عَلَيْهِ
السَّلامُ : «إِذَا اِسْتَيْقَنْتَ أَنَّكَ قَدْ تَوَضَّأْتَ فَإِيَّاكَ أَنْ تُحْدِثَ وُضُوءاً أَبَداً حَتَّى تَسْتَيْقِنَ أَنَّكَ قَدْ أَحْدَثْتَ) .
ثم قال ايده اللّٰه تعالى : وكذلك ان كان على يقين من الحدث وشك في الطهارة فالواجب عليه استيناف الطهارة ليحصل
له اليقين بها ولا تجزيه صلاة مع شك في الطهارة لها فينبغي ان يعرف هذا الباب ليكون العمل عليه.
قد بينا انه ماخوذ على الانسان ان لا يدخل في الصلاة الا وهو على طهر فإذا تيقن انه كان قد احدث فينبغي أن لا ينصرف
عن هذا اليقين من حصول الطهارة له.
٥ _ باب الاغسال المفترضات والمسنونات
يشتمل هذا الباب على اربعة وثلاثين غسلا ذكر ان من جملتها ستة اغسال مفترضات وثمانية وعشرين غسلا مسنوات وأنا
مورد فيه ما يدل على الفرق بين المفترض والمسنون ان شاء اللّٰه تعالى.
قال الشيخ ايده الله تعالى : (فأما المفترضات من الاغسال فالغسل من الجنابة ، والغسل على النساء من الحيض ، والغسل
عليهن من الاستحاضة ، والغسل من النفاس ، والغسل من مس أجساد الموتى من الناس بعد بردها بالموت قبل تطهيرها.
بالغسل ، وتغسيل الاموات من الرجال والنساء والاطفال مفترض في ملة الاسلام).
الذي يدل على ان غسل الجنابة واجب قوله تعالى : « وان كنتم جنبا فاطهروا « والاطهار هو الاغتسال بلا خلاف بين أهل
اللسان فأوجب بظاهر اللفظ الغسل حسب ما ذكرناه، ويدل على ذلك ايضا اجماع المسلمين لانه لا خلاف بينهم ان غسل
الجنابة واجب ، وأما الذي يدل على وجوب غسل الحيض للنساء ايضا اجماع المسلمين لانه لا تنازع فيه بينهم ويدل ايضا
قوله تعالى : « ويسئلونك عن المحيض قل هو اذى فاعتزلوا النساء في المحيض ولا تقربوهن حتى يطهرن « فيمن قرء به
وقد بينا ان الاطهار معناه معنى الاغتسال ، والذي يدل على ذلك من جهة السنة.","What my teacher (Shaykh Al-Mufid) narrated to me, may Allah {SWT} support him, from Abu al-Qasim Ja’far
ibn Muhammad, from Muhammad ibn Ya’qub, from a group of our companions, from Ahmad ibn
Muhammad, from al-Abbas ibn Amir al-Qasbani, from Abdullah ibn Bukayr, from his father, who said:
Abu Abdullah {a.s} said to me: ""If you are certain that you have performed ablution, then
do not renew your ablution unless you are certain that you have invalidated it.""","Abu Abdillah Imam Ja’far ibn Muhammad al-Sadiq {a.s} Then, the Shaykh (Al-Mufid), may Allah {SWT} support him, said: ""Similarly, if one is","certain of having invalidated their ablution but doubts their purification, it is obligatory
upon them to renew their ablution to attain certainty in purification. Prayer is not valid
when there is doubt regarding purification. This principle should be understood so that
actions are based upon it.
We have explained that it is obligatory upon a person not to enter prayer unless they
are in a state of purity. If one is certain that they have invalidated their ablution, they
should not disregard this certainty unless they are certain that they have purified
themselves.""
This chapter includes thirty-four types of washes, among which six are obligatory, and
twenty-eight are recommended. I will provide in this chapter evidence that
distinguishes between the obligatory and the recommended, Allah {SWT} willing.
The Shaykh (Al-Mufid), may Allah {SWT} support him, said: ""The obligatory washes are:
1. The wash (ghusl) for janabah (major ritual impurity).
2. The wash for women after menstruation (hayd).
3. The wash for women after irregular bleeding (istihadah).
4. The wash after postpartum bleeding (nifas).
5. The wash for touching the dead bodies of humans after the body has cooled
following death, before the body has been washed.
6. The washing of deceased men, women, and children is obligatory in Islam.""
The evidence that the ghusl for janabah is obligatory is Allah’s {SWT} statement: ""And if
you are in a state of janabah, then purify yourselves"" (Surah Al-Ma'idah 5:6).
The term ""purify"" (tatahharu) in this context means ""wash"" without dispute among
linguists. Thus, the apparent meaning of the verse makes the wash obligatory, as we
have explained.
Furthermore, the consensus of Muslims indicates this obligation, as there is no
disagreement among them that the ghusl for janabah is obligatory.
Similarly, the obligation of ghusl for menstruation (hayd) for women is established by
the consensus of Muslims, as there is no dispute among them. Additionally, it is
supported by Allah’s {SWT} statement: ""And they ask you about menstruation. Say: It is
harm, so keep away from women during menstruation and do not approach them until
they are purified"" (Surah Al-Baqarah 2:222).
For those who recite it as ""tatuhharna"" (they purify themselves), it has already been
clarified that ""purify"" here means washing (ghusl).
Evidence supporting this from the Sunnah will also be explained further.","Al-Kafi, V.3 p.33 • Tahdib Al-Ahkam, V.1 p.102 • Al-Wafi, V.6 p.355 • Wasail Al-Shia, V.1 p.247 • Wasail Al-Shia, V.1 p.472 • Al-Fusul Al-Muhimmah, V.2 p.14 • Bihar Al-Anwar, V.2 p.281",tahdib-al-ahkam-vol.1.pdf,176,178
5,OBLIGATORY AND RECOMMENDED RITUAL WASHING,269,"مَا أَخْبَرَنِي بِهِ الشَّيْخُ أَيِّدَهُ اللَّهُ تَعَالَى قَالَ أَخْبَرَنِي أَحْمَدُ بْنُ مُحَمَّدٍ عَنْ أَبِيهِ عَنْ سَعْدِ بْنِ عَبْدِ اللَّهِ عَنْ أَحْمَدَ بْنِ
مُحَمِّدِ بْنِ عِيسَى عَنْ عَلِيَّ بْنِ الْحَكَمِ عَنْ سَيْفِ بْنِ عَمِيرَةَ عَنْ أَبِي بَكْرٍ قَالَ: سَأَلْتُ أَبَا جَعْفَرٍ عَلَيْهِ السَّلاَمُ كَيْفَ
أَصْنَعُ إِذَا أَجْتَبْتُ قَالَ «اغْسِلْ كَفَّيْكَ وَ فَرْجَكَ وَ تَوَضَّأُ وُضُوءَ الصَّلاةِ ثُمَّ اِغْتَسِلْ» .","Narrated by the Shaykh (Al-Mufid), may Allah {SWT} support him, narrated to me: He said that Ahmad ibn
Muhammad narrated from his father, from Sa’d ibn Abdullah, from Ahmad ibn Muhammad ibn Isa, from Ali
ibn al-Hakam, from Saif ibn Umayrah, from Abu Bakr, who said:
I asked Abu Ja’far {a.s}: ""What should I do if I become junub (in a state of major ritual
impurity)?""
Imam {a.s} {a.s} said: ""Wash your hands and your private parts, perform ablution (wudu’)
as you would for prayer, and then perform the ghusl (ritual bath).""",Abu Ja’far Imam Muhammad ibn Ali al-Baqir {a.s},,"Tahdib Al-Ahkam, V.1 p.104 • Al-Ibtisar, V.1 p.97 • Awali Al-La’ali, V.4 p.40",tahdib-al-ahkam-vol.1.pdf,178,178
5,OBLIGATORY AND RECOMMENDED RITUAL WASHING,270,"وَ أَخْبَرَنِي الشَّيْخُ أَيَّدَهُ اللَّهُ تَعَالَى قَالَ أَخْبَرَنِي أَحْمَدُ بْنُ مُحَمَّدٍ عَنْ أَبِيهِ عَنْ مُحَمَّدِ بْنِ يَحْيَى عَنْ مُحَمَّدِ بنِ عَلِيَّ
بْنِ مَحْبُوبٍ عَنْ أَحْمَدَ بْنِ مُحَمَّدٍ عَنِ الْحُسَيْنِ بْنِ سَعِيدٍ عَنْ عُثُمَانَ بْنِ عِيسَى عَنْ سَمَاعَةَ قَالَ: سَأَلْتُ أَبَا عَبْدِ اللَّهِ
عَلَيْهِ السَّلاَمُ عَنْ غُسْلِ الْجُمُعَةِ فَقَالَ «وَاجِبٌ فِي السِّفَرِ وَ الْحَضَرِ إِلَّ أَنَّهُ رُخَصَ لِلنِّسَاءِ فِي السِّفَرِ لِقلّةِ الْمَاءِ» وَ
قَالَ «غُسْلُ الْجَنَابَةِ وَاجِبٌ وَ غُسْلُ الْحَائِضِ إِذَا طَهُرَتْ وَاجِبٌ وَ غُسْلُ الْإِسْتِحَاضَةِ وَاجِبٌ إِذَا اِحْتَشَتْ بِالْكُرْسُفِ
فَجَازَ الدَّمُ الْكُرْسُفَ فَعَلَيْهَا ٱلْغُسْلُ لِكُلِّ صَلاَتَيْنِ وَ لِلْفَجْرِ غُسْلْ فَإِنْ لَمْ يَجُزِ الدَّمُ الْكُرْسُفَ فَعَلَيْهَا ٱلْغُسْلُ كُلَ يَوْمٍ
مَرَّةً وَ ٱلْوُضُوءُ لِكُلِّ صَلاَةٍ وَ غُسْلُ النُّفَسَاءِ وَاجِبٌ وَ غُسْلُ الْمَوْلَودِ وَاجِبٌ وَ غُسْلُ الْمَيِّتِ وَاجِبٌ وَ غُسْلُ مَنْ غَسَّلَ
مَيَّتاً وَاجِبٌ وَ غُسْلُ الْمُحْرِمِ وَاجِبٌ وَ غُسْلُ يَوْمِ عَرَفَةَ وَاجِبٌ وَ غُسْلُ الزِّيَارَةِ وَاجِبٌ إِلاَّ مِنْ عِلَةٍ وَ غُسْلُ دُخُولِ
اَلْبَيْتِ وَاجِبٌ وَ غُسْلُ دُخُولِ الْحَرَمِ يُسْتَحَبُّ أَنْ لا يَدْخُلَهُ إِلاَّ بِغُسْلٍ وَ غُسْلُ الْمُبَاهَلَةِ وَاجِبٌ وَ غُسْلُ الإِسْتِسْقَاءِ
وَاجِبٌ وَ غُسْلُ أَوَّلِ لَيْلَةٍ مِنْ شَهْرِ رَمَضَانَ يُسْتَحَبُ وَغُسْلُ لَيْلَةِ إِحْدَى وَ عِشْرِينَ سُنَّةٌ وَ غُسْلُ لَيْلَةٍ ثَلاَثٍ وَ عِشَرِينَ
سُنَّةٌ لاَ يَثْرُكُهَا لِأَنَّهُ يُرْجَى فِي إِحْدَاهُنَّ لَيْلَةُ الْقَدْرِ وَ غُسْلُ يَوْمِ الْفِطْرِ وَغُسْلُ يَوْمِ الْأَضْحَى سُنَّةً لَا أُحِبُّ تَرْكَهَا وَ
غُسْلُ الاِسْتِخَارَةِ مُسْتَحَبُّ» .
فتضمن هذا الحديث وجوب الاغسال الستة المقدم ذكرها بظاهر اللفظ ، وليس لاحد أن يقول لا يمكنكم الاستدلال بهذا
الخبر لانه يتضمن ذكر وجوب اغسال اتفقتم على انها غير واجبة ، لانا لو خلينا وظاهر الخبر لقلنا إن هذه الاغسال كلها
واجبة الا انه منعنا عن ذلك اخبار مبينة لهذه الاغسال وانها ليست بواجبة، فإذا ثبتت هذه الاخبار حملنا ما يتمضن هذا
الخبر من لفظ الوجوب على ان المراد به تأكيد السنة، ونحن نورد من بعد ما يدل على ذلك ان شاء اللّٰه تعالى.","Narrated by the Shaykh (Al-Mufid), may Allah {SWT} support him, narrated to me: He said that Ahmad ibn
Muhammad narrated from his father, from Muhammad ibn Yahya, from Muhammad ibn Ali ibn Mahbub,
from Ahmad ibn Muhammad, from al-Husayn ibn Sa'id, from Uthman ibn Isa, from Sama’ah, who said:
I asked Abu Abdullah {a.s} about the Friday bath (ghusl al-jumu'ah).
Imam {a.s} said: ""It is obligatory during travel and residence, except that women are
given a concession during travel due to scarcity of water.""
Imam {a.s} also said: ""The ghusl for janabah is obligatory, as is the ghusl for
menstruation (hayd) when a woman becomes pure, and the ghusl for istihadah is
obligatory when the blood surpasses the cotton pad (kursuf). In such a case, she must
perform ghusl for every two prayers and one ghusl for fajr. If the blood does not surpass
the cotton pad, then she must perform ghusl once a day and perform wudu for every
prayer.
The ghusl for postpartum bleeding (nifas) is obligatory, as is the ghusl for a newborn
and the ghusl for (touching) a deceased person. The ghusl for one who washes a
deceased person is obligatory, as is the ghusl for the one in a state of ihram (pilgrim’s
garb), and the ghusl on the Day of Arafah. The ghusl for visiting sacred places (ziyarah)
is obligatory unless there is an ailment, and the ghusl for entering the Kaaba is
obligatory. The ghusl for entering the Haram (sacred precinct) is recommended, and it
is preferable not to enter it without performing ghusl. The ghusl for mubahal (mutual
prayer for invoking curses) is obligatory, as is the ghusl for seeking rain (istisqa). The
ghusl on the first night of Ramadan is recommended, and the ghusl on the nights of
the 21st and 23rd of Ramadan is sunnah, and one should not neglect it, as one of these
nights is expected to be the Night of Qadr. The ghusl on the day of Eid al-Fitr and Eid
al-Adha is sunnah, and I do not like to leave it. The ghusl for seeking guidance
(istikharah) is recommended.""",Abu Abdillah Imam Ja’far ibn Muhammad al-Sadiq {a.s},"This narration explicitly confirms the obligation of the six aforementioned washes, and
it is not permissible for anyone to argue that this narration cannot be used as evidence
because it mentions washes whose obligation is agreed upon not to exist.
If we relied solely on the apparent meaning of the narration, we would say that all these
washes are obligatory.
However, we are prevented from such a conclusion by other narrations that clarify
which of these washes are not obligatory. Thus, when these other narrations are
established, we interpret the mention of ""obligation"" in this narration as emphasizing
the sunnah. Further evidence for this interpretation will be provided later, Allah {SWT}
willing.","Man La Yahduruhu Al Faqih, V.1 p.78 • Tahdib Al-Ahkam, V.1 p.104 • Wasail Al-Shia, V.3 p.303",tahdib-al-ahkam-vol.1.pdf,178,179
5,OBLIGATORY AND RECOMMENDED RITUAL WASHING,271,"وَ أَخْبَرَنِي الشَّيْخُ أَيَّدَهُ اللَّهُ تَعَالَى عَنْ أَحْمَدَ بْنِ مُحَمِّدٍ عَنْ أَبِيهِ عَنْ أَحْمَدَ بْنِ إِدْرِيسَ عَنْ مُحَمِّدِ بْنِ أَحْمَدَ بْنِ يَخْيّى
عَنْ مُحَمَّدٍ بْنِ عِيسَى عَنْ يُونُسَ عَنْ بَعْضِ رِجَالِهِ عَنْ أَبِي عَبْدِ اللّهِ عَلَيْهِ السَّلاَمُ قَالَ: «الْغُسْلُ فِي سَبْعَةَ عَشَرَ
مَوْطِناً مِنْهَا الْفَرْضُ ثَلاَثَةٌ» فَقُلْتُ جُعِلْتُ فِدَاكَ مَا الْفَرْضُ مِنْهَا قَالَ «غُسْلُ الْجَنَابَةِ وَ غُسْلُ مَنْ غَسَّلَ مَيّتاً وَ اَلْغُسْلُ
لِلإِحْرَامٍ» .
وأما قوله والغسل للاحرام وإن كان عندنا انه ليس بفرض فمعناه ان ثوابه ثواب غسل الفريضة.","Narrated by the Shaykh (Al-Mufid), may Allah {SWT} support him, narrated to me: He said that Ahmad ibn
Muhammad narrated from his father, from Ahmad ibn Idris, from Muhammad ibn Ahmad ibn Yahya, from
Muhammad ibn Isa, from Yunus, from some of his associates, from Abu Abdullah {a.s}, who said:
Imam {a.s} said: ""There are seventeen occasions for performing ghusl, three of which
are obligatory.""
I said: ""May I be your ransom, what are the obligatory ones?""
Imam {a.s} said: ""The ghusl for janabah, the ghusl for one who has washed a deceased
person, and the ghusl for ihram (entering the state of pilgrimage).""",Abu Abdillah Imam Ja’far ibn Muhammad al-Sadiq {a.s},"As for his statement regarding the ghusl for ihram, while we consider it not to be
obligatory, its meaning is that its reward is equivalent to the reward of an obligatory
ghusl.","Tahdib Al-Ahkam, V.1 p.105 • Al-Ibtisar, V.1 p.98 • Al-Wafi, V.6 p.383 • Wasail Al-Shia, V.2 p.174",tahdib-al-ahkam-vol.1.pdf,180,180
5,OBLIGATORY AND RECOMMENDED RITUAL WASHING,272,"وَ أَخْبَرَنِي الشَّيْخُ أَيَّدَهُ اللهُ تَعَالَى عَنْ أَحْمَدَ بْنِ مُحَمِّدٍ عَنْ أَبِيهِ عَنِ الْحُسَيْنِ بْنِ الْحَسَنِ بْنِ أَبَانٍ عَنِ الْحُسَيْنِ بْنِ
سَعِيدٍ عَنِ الْقَاسِمِ بْنِ عُرْوَةَ عَنْ عَبْدِ الْحَمِيدِ عَنْ مُحَمَّدِ بْنِ مُسْلِمِ عَنْ أَبِي جَعْفَرٍ عَلَيْهِ السَّلاَمُ قَالَ: «الْغُسْلُ مِنَ
اَلْجَنَابَةِ وَ غُسْلُ الْجُمُعَةِ وَ الْعِيدَيْنِ وَ يَوْمِ عَرَفَةَ وَ ثَلاَثِ لَيَالٍ فِي شَهْرِ رَمَضَانَ وَ حِينَ تَدْخُلُ الْحَرَمَ وَ إِذَا أَرَدْتَ
دُخُولَ مَسْجِدِ الرَّسُولِ صَلَّى اللَّهُ عَلَيْهِ وَ آلِهِ وَ مَنْ غَسَّلَ الْمَيِّتَ» .","Narrated by the Shaykh (Al-Mufid), may Allah {SWT} support him, narrated to me: He said that Ahmad ibn
Muhammad narrated from his father, from al-Husayn ibn al-Hasan ibn Aban, from al-Husayn ibn Sa'id, from
al-Qasim ibn Urwah, from Abdul Hamid, from Muhammad ibn Muslim, from Abu Ja'far {a.s}, who said:
Imam {a.s} said: ""The ghusl (ritual bath) is prescribed for janabah, for Friday, for the two
Eids, on the Day of Arafah, on three nights in the month of Ramadan, when you enter
the Haram (Sacred Precinct), when you intend to enter the Mosque of the Messenger
of Allah {SWT} (peace and blessings be upon him and his family), and for one who has
washed a deceased person.""",Abu Ja’far Imam Muhammad ibn Ali al-Baqir {a.s},,"Tahdib Al-Ahkam, V.1 p.105 • Al-Wafi, V.6 p.380 • Wasail Al-Shia, V.3 p.307",tahdib-al-ahkam-vol.1.pdf,180,180
5,OBLIGATORY AND RECOMMENDED RITUAL WASHING,273,"وَ بِهَذَا الْإِسْنَادِ عَنِ الْحُسَيْنِ بْنِ سَعِيدٍ عَنْ صَفْوَانَ عَنِ إِبْنِ مُسْكَانَ عَنْ مُحَمَّدِ الْحَلَبِيّ عَنْ أَبِي عَبْدِ اللَّهِ عَ قَالَ:
«اِغْتَسِلْ يَوْمَ الْأَضْحَى وَ الْفِطْرِ وَ الْجُمُعَةِ وَ إِذَا غَسَّلْتَ مَيّتاً وَ لا تَفْتَسِلْ مِنْ مَسِّهِ إِذَا أَدْخَلْتَهُ الْقَبْرَ وَ لاَ إِذَا حَمَلْتَهُ».","Through this chain of narration, from al-Husayn ibn Sa'id, from Safwan, from Ibn Miskan, from Muhammad
al-Halabi, from Abu Abdullah {a.s}, who said:
Imam {a.s} said: ""Perform ghusl (ritual bath) on the days of Eid al-Adha and Eid al-Fitr,
on Fridays, and when you wash a deceased person. However, do not perform ghusl
after touching the deceased if you have placed them in the grave or carried them.""
(After the body has been given the ghusl of the deceased)",Abu Abdillah Imam Ja’far ibn Muhammad al-Sadiq {a.s},,"Tahdib Al-Ahkam, V.1 p.105 • Al-Wafi, V.6 p.382 • Wasail Al-Shia, V.3 p.297 • Wasail Al- Shia, V.3 p.306",tahdib-al-ahkam-vol.1.pdf,181,181
5,OBLIGATORY AND RECOMMENDED RITUAL WASHING,274,"وَأَخْبَرَنِي أَحْمَدُ بْنُ عُبْدُونِ عَنْ عَلِيّ بْنِ مُحَمَّدِ بْنِ ٱلزُّبَيْرِ عَنْ عَلِيَ بْنِ الْحَسَنِ بْنِ فَضَّالٍ عَنْ مُحَمَّدِ بْنِ عَبْدِ اللَّهِ بْنِ
زُرَارَةَ عَنْ مُحَمَدِ بْنِ عَلِيّ الْحَلَبِيّ عَنْ أَبِي عَبْدِ اللَّهِ عَلَيْهِ السَّلاَمُ قَالَ: «غُسْلُ ٱلْجَنَابَةِ وَ ٱلْحَيْضِ وَاحِدٌ» قَالَ وَ
سَأَلْتُ أَبَا عَبْدِ اللهِ عَلَيْهِ السَّلاَمُ عَنِ الْحَائِضِ عَلَيْهَا غُسْلٌ مِثلُ غُسْلِ الْجُنُبِ قَالَ «نَعَمْ» .","Ahmad ibn Ubdun narrated to me from Ali ibn Muhammad ibn al-Zubayr, from Ali ibn al-Hasan ibn Faddal,
from Muhammad ibn Abdullah ibn Zurara, from Muhammad ibn Ali al-Halabi, from Abu Abdullah {a.s}, who
said:
Imam {a.s} said: ""The ghusl (ritual bath) for janabah and menstruation is the same.""
He also said: ""I asked Abu Abdullah {a.s} whether a menstruating woman has to perform
a ghusl similar to the ghusl for janabah.""
Imam {a.s} replied: ""Yes.""",Abu Abdillah Imam Ja’far ibn Muhammad al-Sadiq {a.s},,"Tahdib Al-Ahkam, V.1 p.106 • Al-Ibtisar, V.1 p.98 • Al-Wafi, V.6 p.384 • Wasail Al-Shia, V.2 p.175",tahdib-al-ahkam-vol.1.pdf,181,181
5,OBLIGATORY AND RECOMMENDED RITUAL WASHING,275,"وَ بِهَذَا الْإِسْنَادٍ عَنْ عَلِيَ بْنِ ٱلْحَسَنِ بْنِ فَضَّالٍ عَنْ عَلِيّ بْنِ أَسْبَاطِ عَنْ عَمِّهِ يَعْقُوبَ بْنِ سَالِمِ ٱلْأَحْمَرِ عَنْ أَبِي بَصِيرٍ
عَنْ أَبِي عَبْدِ اللّهِ عَلَيْهِ السَّلاَمُ قَالَ: سَأَلْتُهُ أَعَلَيْهَا غُسْلْ مِثْلُ غُسْلِ الْجُنْبِ قَالَ «نَعَمْ يَعْنِي الْحَائِضَ» .","Through this chain of narration, from Ali ibn al-Hasan ibn Faddal, from Ali ibn Asbat, from his uncle Ya’qub
ibn Salim al-Ahmar, from Abu Basir, from Abu Abdullah {a.s}, who said:
I asked Imam {a.s}: 'Does she (a menstruating woman) have to perform a ghusl similar
to the ghusl for janabah?'
Imam {a.s} replied: 'Yes, (meaning the menstruating woman).'""",Abu Abdillah Imam Ja’far ibn Muhammad al-Sadiq {a.s},,"Tahdib Al-Ahkam, V.1 p.106 • Tahdib Al-Ahkam, V.1 p.162 • Al-Ibtisar, V.1 p.98 • Al-Wafi, V.6 p.385 • Wasail Al-Shia, V.2 p.175 • Wasail Al-Shia, V.2 p.316",tahdib-al-ahkam-vol.1.pdf,181,181
5,OBLIGATORY AND RECOMMENDED RITUAL WASHING,276,"وَ أُخْبَرَنِي الشَّيْخُ أَيَّدَهُ اللَّهُ تَعَالَى عَنْ أَبِي الْقَاسِمِ جَعْفَرِ بْنِ مُحَمَّدٍ عَنْ مُحَمَّدِ بْنِ يَعْقُوبَ عَنْ مُحَمَّدِ بْنِ يَحْيَى عَنْ
أَحْمَدَ بْنِ مُحَمَّدِ بْنِ أَبِي نَصْرٍ عَنْ مُثَنَّى الْحَنَّاطِ عَنِ الْحَسَنِ الصَّيْقَلِ عَنْ أَبِي عَبْدِ اللَّهِ عَلَيْهِ السَّلَاَمُ قَالَ: «الطَّامِتُ
تَفْتَسِلُ بِتِسْعَةٍ أَرْطَالٍ مِنَ ٱلْمَاء» .
وهذا الخبر وإن كان ظاهره ظاهر الخبر فان المراد به الامر لاستحالة أن يكون المراد به الخبر، لانه لو أراد الخبر لكان كذبا
، ويجرى هذا مجرى قوله تعالى : « ومن دخله كان آمنا « وإنما معناه آمنوه..","Narrated by the Shaykh (Al-Mufid), may Allah {SWT} support him, narrated to me from Abu al-Qasim Ja’far ibn
Muhammad, from Muhammad ibn Ya’qub, from Muhammad ibn Yahya, from Ahmad ibn Muhammad ibn
Abi Nasr, from Muthanna al-Hannat, from al-Hasan al-Sayqal, from Abu Abdullah {a.s}, who said:
Imam {a.s} said: ""A menstruating woman (tamith) performs ghusl using nine ritals (artal)
of water.""",Abu Abdillah Imam Ja’far ibn Muhammad al-Sadiq {a.s},"This narration, although it appears to have the form of a report, is intended as a
command rather than a factual statement, because interpreting it as a report would
make it false. This is similar to the Quranic verse: ""And whoever enters it shall be safe""
(Surah Aal-E-Imran 3:97), where the meaning is ""Ensure their safety.""","Al-Kafi, V.3 p.82 • Tahdib Al-Ahkam, V.1 p.106 • Tahdib Al-Ahkam, V.1 p.399 • Al-Ibtisar, V.1 p.147 • Al-Wafi, V.6 p.525 • Wasail Al-Shia, V.2 p.240 • Wasail Al-Shia, V.2 p.311",tahdib-al-ahkam-vol.1.pdf,182,182
