Chapter Number,Chapter Title,Hadith Number,arabic_text,english_text,source,commentary,references,source_pdf,page_start,page_end
12,"THE MANNER OF PRAYER, EXPLANATION OF THE FIFTY-ONE RAK‘AHS; THE ORDER, RECITATION, TASBIH IN BOWING AND PROSTRATION, QUNUT, AND WHAT IS OBLIGATORY AND RECOMMENDED THEREIN",279,"الْحُسَيْنُ بْنُ سَعِيدٍ عَنْ حَمَّادِ بْنِ عِيسَى عَنْ مُعَاوِيَةَ بْنِ عَمَّارٍ قَالَ: رَأَيْتُ أَبَا عَبْدِ اللّهِ عَلَيْهِ السَّلَاَمُ يَرْفَعُ يَدَيْهِ إِذَا
رَكَعَ وَ إِذَا رَفَعَ رَأْسَهُ مِنَ الرُّكُوعِ وَ إِذَا سَجَدَ وَ إِذَا رَفَعَ رَأْسَهُ مِنَ السُّجُودِ وَ إِذَا أَرَادَ أَنْ يَسْجُدَ الثَّانِيَةَ.","Al-Husayn ibn Sa‘id from Hammad ibn Isa from Mu‘awiyah ibn ‘Ammar who said:
I saw Abu Abdillah {a.s} raising his hands when He {a.s} bowed (for ‘ruku’), and when He
{a.s} raised his head from bowing, and when He {a.s} prostrated (‘sujud’), and when He {a.s}
raised his head from prostration, and when He {a.s} intended to go into the second
prostration.",Abu Abdillah Imam Ja’far ibn Muhammad al-Sadiq {a.s},,"Tahdib Al-Ahkam, Vol.2 p.75 • Al-Wafi, Vol.8 p.704 • Wasa’il Al-Shi’ah, Vol.6 p.296 • Bihar Al-Anwar, Vol.8 2 p.114",tahdib-al-ahkam-vol.2.pdf,147,148
12,"THE MANNER OF PRAYER, EXPLANATION OF THE FIFTY-ONE RAK‘AHS; THE ORDER, RECITATION, TASBIH IN BOWING AND PROSTRATION, QUNUT, AND WHAT IS OBLIGATORY AND RECOMMENDED THEREIN",280,"مُحَمَّد بْنُ عَلِيَّ بْنِ مَحْبُوبٍ عَنْ عَبْدِ اللّهِ بْنِ ٱلْمُغِيرَةِ عَنِ اِبْنِ مُسْكَانَ عَنْ أَبِي عَبْدِ اللّهِ عَلَيْهِ السَّلاَمُ قَالَ: فِي الرَّجْلِ
يَرْفَعُ يَدَهُ كُلَّمَا أَهْوَى لِلرُكُوعِ وَ السُّجُودِ وَ كُلّمَا رَفَعَ رَاْسَهُ مِنْ رُكُوعِ أَوْ سُجُودٍ قَالَ «هِيَ الْعُبُودِيَّةُ».","Muhammad ibn Ali ibn Mahbub from Abdullah ibn al-Mughirah from Ibn Muskan:
Abu Abdillah {a.s} said regarding a man who raises his hands whenever he goes down
for bowing (‘ruku’) and prostration (‘sujud’), and whenever he raises his head from
bowing or prostration.
Imam {a.s} said: “It is servitude (‘al-‘ubudiyyah’).”",Abu Abdillah Imam Ja’far ibn Muhammad al-Sadiq {a.s},,"Tahdib Al-Ahkam, Vol.2 p.75 • Al-Wafi, Vol.8 p.704 • Wasa’il Al-Shi’ah, Vol.6 p.297 • Bihar Al-Anwar, Vol.8 2 p.114",tahdib-al-ahkam-vol.2.pdf,148,148
12,"THE MANNER OF PRAYER, EXPLANATION OF THE FIFTY-ONE RAK‘AHS; THE ORDER, RECITATION, TASBIH IN BOWING AND PROSTRATION, QUNUT, AND WHAT IS OBLIGATORY AND RECOMMENDED THEREIN",281,"وَعَنْهُ عَنِ ٱلْعَبَّاسِ بْنِ مُوسَى الْوَرْاقِ عَنْ يُونُسَ عَنْ عَمْرِو بْنِ شِمْرٍ عَنْ حَرِيزٍ عَنْ زُرَارَةَ قَالَ قَالَ أَبُو عَبْدِ اللَّهِ عَلَيْهِ
السَّلاَمُ : رَفْعْكَ يَدَيْكَ فِي الصَّلاَةِ زِينَتُهَا.","And from him, from al-‘Abbas ibn Musa al-Warraq from Yunus from ‘Amr ibn Shimr from Hariz from Zurarah
who said:
Abu Abdillah {a.s} said: “Your raising of your hands in prayer is its adornment.”",Abu Abdillah Imam Ja’far ibn Muhammad al-Sadiq {a.s},,"Tahdib Al-Ahkam, Vol.2 p.76 • Al-Wafi, Vol.8 p.704 • Wasa’il Al-Shi’ah, Vol.6 p.297",tahdib-al-ahkam-vol.2.pdf,148,148
12,"THE MANNER OF PRAYER, EXPLANATION OF THE FIFTY-ONE RAK‘AHS; THE ORDER, RECITATION, TASBIH IN BOWING AND PROSTRATION, QUNUT, AND WHAT IS OBLIGATORY AND RECOMMENDED THEREIN",282,"سَعْدُ بْنُ عَبْدِ اللّهِ عَنْ أَحْمَدَ بْنِ مُحَمّدِ بْنِ عِيسَى عَنِ ٱلْحُسَيْنِ بْنِ سَعِيدٍ وَ مُحَمِّدِ بْنِ خَالِدِ ٱلْبَرْقِيّ وَ ٱلْعَبَّاسِ بْنِ
مَغْرُوفٍ عَنِ ٱلْقَاسِمِ بْنِ عُرْوَةَ عَنْ هِشَامِ بْنِ سَالِمِ قَالَ: سَأَلْتُ أَبَا عَبْدِ اللّهِ عَلَيْهِ السَّلاَمُ عَنِ التَّسْبِيحِ فِي الرُّكُوعِ وَ
السُّجُود فَقَالَ يَقُولُ فِي الرُّكُوعِ « سُبْحَانَ رَبِّيَ اَلْعَظِيمِ وَ فِي السُّجُودِ سُبْحَانَ رَبِّيَ الْأَعْلَى الْفَرِيضَةُ مِنْ ذَلِكَ
تَسْبِيحَةٌ وَاحِدَةٌ وَ السِّنَّةُ ثَلاَثُ وَ الْفَضْلُ فِي سَبْعٍ».","Sa‘d ibn Abdullah from Ahmad ibn Muhammad ibn Isa from al-Husayn ibn Sa‘id, and Muhammad ibn Khalid
al-Barqi, and al-‘Abbas ibn Ma‘ruf from al-Qasim ibn ‘Urwah from Hisham ibn Salim who said:
I asked Abu Abdillah {a.s} about the ‘tasbih’ in ‘ruku’ and ‘sujud’.
Imam {a.s} said: “In ‘ruku’, say: ‘Subhana Rabbiyal-‘Azim (Glory be to my Lord {AZJ}, the
Great)’, and in ‘sujud’, say: ‘Subhana Rabbiyal-A‘la (Glory be to my Lord {AZJ}, the Most
High)’. The obligation in that is one ‘tasbih’, the Sunnah is three, and the excellence is
in saying it seven times.”",Abu Abdillah Imam Ja’far ibn Muhammad al-Sadiq {a.s},,"Tahdib Al-Ahkam, Vol.2 p.76 • Tahdib Al-Ahkam, Vol.2 p.81 • Al-Istibsar, Vol.1 p.322 • Awali Al-La’ali, Vol.3 p.92 • Al-Wafi, Vol.8 p.704 • Wasa’il Al-Shi’ah, Vol.6 p.299",tahdib-al-ahkam-vol.2.pdf,148,149
12,"THE MANNER OF PRAYER, EXPLANATION OF THE FIFTY-ONE RAK‘AHS; THE ORDER, RECITATION, TASBIH IN BOWING AND PROSTRATION, QUNUT, AND WHAT IS OBLIGATORY AND RECOMMENDED THEREIN",283,"وَعَنَهُ عَنْ أَحْمَدَ بْنِ مُحَمَّدٍ عَنْ عَلِيَ بْنِ حَدِيدٍ وَ عَبْدِ الرِّحْمَنِ بْنِ أَبِي نَجْرَانَ وَ ٱلْحُسَيْنِ بْنِ سَعِيدٍ عَنْ حَمَّادِ بْنِ
عِيسَى عَنْ حَرِيزِ بْنِ عَبْدِ اللّهِ عَنْ زُرَارَةَ عَنْ أَبِي جَعْفَرٍ عَلَيْهِ السَّلاَمُ قَالَ: قُلْتُ لَهُ مَا يُجْزِي مِنَ ٱلْقَوْلِ فِي الرُكُوعِ
وَ السُّجُودِ فَقَالَ «ثَلاَثُ تَسْبِيحَاتٍ فِي تَرَسُلٍ وَ وَاحِدَةُ تَامَّةً تُجْزِي».","And from him, from Ahmad ibn Muhammad from Ali ibn Hadid and Abd al-Rahman ibn Abi Najran and al-
Husayn ibn Sa‘id from Hammad ibn Isa from Hariz ibn Abdullah from Zurarah from Abu Ja‘far {a.s} (peace be
upon him), he said:
I said to Him {a.s}: “What suffices in terms of what is to be said in ‘ruku’ and ‘sujud’?”
Imam {a.s} said: “Three ‘tasbihat’ with calm recitation (‘tarassul’), and one complete
(tasbihah) suffices.”",Abu Ja’far Imam Muhammad ibn Ali al-Baqir {a.s},,"Tahdib Al-Ahkam, Vol.2 p.76 • Al-Istibsar, Vol.1 p.323 • Al-Wafi, Vol.8 p.705 • Wasa’il Al- Shi’ah, Vol.6 p.299",tahdib-al-ahkam-vol.2.pdf,149,149
12,"THE MANNER OF PRAYER, EXPLANATION OF THE FIFTY-ONE RAK‘AHS; THE ORDER, RECITATION, TASBIH IN BOWING AND PROSTRATION, QUNUT, AND WHAT IS OBLIGATORY AND RECOMMENDED THEREIN",284,"وَعَثَهُ عَنْ أَيُوبَ بَنِ نُوحِ النَّخَعِيّ عَنْ مُحَمَّدِ بْنِ أَبِي حَمْرَةَ عَنْ عَلِيَ بْنِ يَقْطِينٍ عَنْ أَبِي ٱلْحَسَنِ ٱلْأَوَّلِ عَلَيْهِ ٱلسَّلَاَمُ
قَالَ: سَأَلْثُهُ عَنِ الرُكُوعِ وَ السَّجُودِ كَمْ يُجْزِي فِيهِ مِنَ ٱلتَّسْبِيحِ فَقَالَ «ثَلاَثَةٌ وَ تُجْزِيكَ وَاحِدَةً إِذَا أَمْكَنْتَ جَبْهَتَكَ
مِنَ الْأَرْضِ».","And from him, from Ayyub ibn Nuh al-Nakha‘i from Muhammad ibn Abi Hamzah from Ali ibn Yaqtin from Abu
al-Hasan al-Awwal {a.s} (peace be upon him), he said:
I asked Him {a.s} about ‘ruku’ and ‘sujud’, how much ‘tasbih’ suffices in them?
Imam {a.s} said: “Three, and one suffices you if you have firmly placed your forehead on
the ground.”",Abu al-Hasan Imam Musa ibn Ja’far al-Kadhim {a.s},,"Tahdib Al-Ahkam, Vol.2 p.76 • Al-Wafi, Vol.8 p.705 • Wasa’il Al-Shi’ah, Vol.6 p.300",tahdib-al-ahkam-vol.2.pdf,149,149
12,"THE MANNER OF PRAYER, EXPLANATION OF THE FIFTY-ONE RAK‘AHS; THE ORDER, RECITATION, TASBIH IN BOWING AND PROSTRATION, QUNUT, AND WHAT IS OBLIGATORY AND RECOMMENDED THEREIN",285,"وَعَنْهُ عَنْ أَبِي جَعْفَرٍ عَنِ ٱلْحَسَنِ بْنِ عَلِيَّ بْنِ يَقْطِينٍ عَنْ أَجِيهِ ٱلْحُسَيْنِ بْنِ عَلِيَ بْنِ يَقْطِينٍ عَنْ أَبِي الْحَسَنِ الْأَوَّلِ
عَلَيْهِ السَّلَامُ قَالَ: سَأَلْثُهُ عَنِ الرَّجُلِ يَسْجُدُ كَمْ يُجْزِيهِ مِنَ التَّسْبِيحِ فِي رُكُوعِهِ وَ سُجُودِهِ فَقَالَ «ثَلاثُ وَ تُجْزِيهِ
وَاحِدَةٌ».","And from him, from Abu Ja‘far from al-Hasan ibn Ali ibn Yaqtin from his brother al-Husayn ibn Ali ibn Yaqtin
from Abu al-Hasan al-Awwal (peace be upon him), he said:
I asked Him {a.s} about a man in ‘sujud’, how much ‘tasbih’ suffices him in his ‘ruku’ and
‘sujud’?
Imam {a.s} said: “Three, and one suffices him.”",Abu al-Hasan Imam Musa ibn Ja’far al-Kadhim {a.s},,"Tahdib Al-Ahkam, Vol.2 p.76 • Al-Istibsar, Vol.1 p.323 • Al-Wafi, Vol.8 p.706 • Wasa’il Al- Shi’ah, Vol.6 p.300",tahdib-al-ahkam-vol.2.pdf,149,150
12,"THE MANNER OF PRAYER, EXPLANATION OF THE FIFTY-ONE RAK‘AHS; THE ORDER, RECITATION, TASBIH IN BOWING AND PROSTRATION, QUNUT, AND WHAT IS OBLIGATORY AND RECOMMENDED THEREIN",286,"مُحَمَّدُ بْنُ عَلِيّ بْنِ مَحْبُوبٍ عَنْ مُحَمِّدِ بْنِ أَبِي الصُهْبَانِ عَنْ عَبْدِ الرَّحْمَنِ بْنِ أَبِي نَجْرَانَ عَنْ مِسْمَعٍ أَبِي سَيَّارٍ عَنْ
أَبِي عَبْدِ اللّهِ عَلَيْهِ السَّلَاَمُ قَالَ: «يُجْزِيكَ مِنَ الْقَوْلِ فِي الرُّكُوعِ وَ السُّجُودِ ثَلاَثُ تَسْبِيحَاتٍ أَوْ قَدْرُهُنَّ مُتَرَسِّلاً وَ
لَيْسَ لَهُ وَ لا كَرَامَةَ أَنْ يَقُولَ سُبْحَ سُبْحَ سُبْحَ».","Muhammad ibn Ali ibn Mahbub from Muhammad ibn Abi al-Suhban from Abd al-Rahman ibn Abi Najran
from Misma‘ Abi Sayyar:
Abu Abdillah {a.s} said: “It suffices you in ‘ruku’ and ‘sujud’ to say three ‘tasbihat’, or
their equivalent with calm and clear recitation (‘tarassul’). But it is of no value, nor
does it hold any merit, for one to say: ‘Subh... Subh... Subh’ (in a hurried manner).”",Abu Abdillah Imam Ja’far ibn Muhammad al-Sadiq {a.s},,"Tahdib Al-Ahkam, Vol.2 p.77 • Al-Sarair, Vol.3 p.602 • Al-Wafi, Vol.8 p.706 • Wasa’il Al- Shi’ah, Vol.6 p.302 • Bihar Al-Anwar, Vol.8 2 p.115",tahdib-al-ahkam-vol.2.pdf,150,150
12,"THE MANNER OF PRAYER, EXPLANATION OF THE FIFTY-ONE RAK‘AHS; THE ORDER, RECITATION, TASBIH IN BOWING AND PROSTRATION, QUNUT, AND WHAT IS OBLIGATORY AND RECOMMENDED THEREIN",287,"وَ عَنْهُ عَنْ أَحْمَدَ بْنِ الْحَسَنِ عَنِ الْحُسَيْنِ عَنِ الْحَسَنِ عَنْ زُرْعَةَ عَنْ سَمَاعَةَ قَالَ: سَأَلْثُهُ عَنِ الرُّكُوعِ وَ السُّجُودِ هَلْ
نَزَلَ فِي الْقُرْآنِ فَقَالَ «نَعَمْ قَوْلُ اللَّهِ عَزَّ وَ جَلَّ «يَا أَيُّهَا الَّذِينَ آمَنُوا اِرْكَعُوا وَ أُسْجُدُوا» » فَقُلْتُ كَيْفَ حَدْ ٱلرُّكُوعِ
وَ السَّجُودِ فَقَالَ «أَمّا مَا يُجْزِيكَ مِنَ الرُّكُوعِ فَثَلاَثُ تَسْبِيحَاتٍ تَقُولُ سُبْحَانَ اللّهِ سُبْحَانَ اللّهِ ثَلاَثاً وَ مَنْ كَانَ
يَقْوَى عَلَى أَنْ يُطَوِّلَ الرُّكُوعَ وَ السُّجَودَ فَلْيُطَوَّلْ مَا اِسْتَطَاعَ يَكُونُ ذَلِكَ فِي تَسْبِيحِ اللّهِ وَ تَحْمِيدِهِ وَ تَمْجِيدِهِ وَ
الدُّعَاءٍ وَ التَّضَرُّع فَإِنَّ أَقْرَبَ مَا يَكُونُ الْعَبْدُ إِلَى رَبِّهِ وَ هُوَ سَاجِدٌ فَأَمّا ٱلْإِمَامُ فَإِنَّهُ إِذَا قَامَ بِالنَّاسِ فَلاَ يَنْبَغِي أَنْ
يُطَوِّلَ بِهِمْ فَإِنَّ فِي النَّاسِ الضَّعِيفَ وَ مَنْ لَهُ الْحَاجَةُ فَإِنَّ رَسُولَ اللّهِ صَلِّى اللهُ عَلَيْهِ وَ آلِهِ كَانَ إِذَا صَلِّى بِالنَّاسِ
خَفَّ بِهِمْ».","And from him, from Ahmad ibn al-Hasan from al-Husayn from al-Hasan from Zur‘ah from Sama‘ah who said:
I asked Him {a.s} about ‘ruku’ and ‘sujud’, whether they were mentioned in the Qur’an.
Imam {a.s} said: “Yes, in the words of Allah {SWT}, Mighty and Majestic: ‘O you who believe,
bow and prostrate’.” (Surah Hajj 22:77)
I asked: “What is the minimum required for ‘ruku’ and ‘sujud’?”
Imam {a.s} said: “As for what suffices you in ‘ruku’, it is to say three ‘tasbihat’, ‘Subhan
Allah, Subhan Allah’ three times. And whoever is able to lengthen the ‘ruku’ and
‘sujud’, let him lengthen them as much as he is able. That should be in glorifying Allah
{SWT}, praising Him {SWT}, magnifying Him {SWT}, supplicating, and showing humility, for the
closest a servant is to his Lord {AZJ} is when he is in ‘sujud’.
As for the imam (of prayer), when he leads the people in prayer, he should not prolong
it for them, for among them are the weak and those who have needs. Indeed, the
Messenger of Allah {SWT}, peace be upon him and his family, used to lighten the prayer
when leading the people.”",Abu Abdillah Imam Ja’far ibn Muhammad al-Sadiq {a.s} & Abu al-Qasim Prophet Muhammad ibn Abdullah {saws},,"Tahdib Al-Ahkam, Vol.2 p.77 • Al-Wafi, Vol.8 p.706 • Tafsir Al-Burhan, Vol.3 p.910",tahdib-al-ahkam-vol.2.pdf,150,151
12,"THE MANNER OF PRAYER, EXPLANATION OF THE FIFTY-ONE RAK‘AHS; THE ORDER, RECITATION, TASBIH IN BOWING AND PROSTRATION, QUNUT, AND WHAT IS OBLIGATORY AND RECOMMENDED THEREIN",288,"وَعَنَهُ عَنِ الْعَبَّاسِ بْنِ مَعْرُوفٍ عَنْ حَمَّادِ بْنِ عِيسَى عَنْ مُعَاوِيَةَ بْنِ عَمَّارِ قَالَ: قُلْتُ لأَبِي عَبْدِ اللّهِ عَ أَخَفٌ مَا يَكُونُ
مِنَ التَّسْبِيحِ فِي الصَّلاَةِ قَالَ «ثَلاَثُ تَسْبِيحَاتٍ مُتَرَسَّلاً تَقُولُ سُبْحَانَ اللّهِ سُبْحَانَ اللّهِ سُبْحَانَ اللهِ ».","And from him, from al-‘Abbas ibn Ma‘ruf from Hammad ibn Isa from Mu‘awiyah ibn ‘Ammar who said:
I said to Abu Abdillah {a.s}: “What is the lightest (minimum) amount of ‘tasbih’ in
prayer?”
Imam {a.s} said: “Three ‘tasbihat’ with calm and clear recitation (‘tarassul’), saying:
‘Subhan Allah, Subhan Allah, Subhan Allah’.”",Abu Abdillah Imam Ja’far ibn Muhammad al-Sadiq {a.s},,"Tahdib Al-Ahkam, Vol.2 p.77 • Al-Istibsar, Vol.1 p.324 • Al-Wafi, Vol.8 p.707 • Wasa’il Al- Shi’ah, Vol.6 p.303",tahdib-al-ahkam-vol.2.pdf,151,151
12,"THE MANNER OF PRAYER, EXPLANATION OF THE FIFTY-ONE RAK‘AHS; THE ORDER, RECITATION, TASBIH IN BOWING AND PROSTRATION, QUNUT, AND WHAT IS OBLIGATORY AND RECOMMENDED THEREIN",289,"مُحَمَّدُ بْنُ يَعْقُوبَ عَنْ مُحَمَّدِ بْنِ يَحْيَى عَنْ أَحْمَدَ بْنِ مُحَمَّدِ بْنِ عِيسَى عَنْ حَرِيزٍ عَنْ زُرَارَةَ عَنْ أَبِي جَعْفَرٍ عَلَيْهِ
السَّلامُ قَالَ: «إِذَا أَرَدْتَ أَنْ تَرْكَعَ فَقُلْ وَ أَنْتَ مُنتَصِبٌ - اللَّهُ أَكْبَرُ ثُمَّ اِرْكَغْ وَ قُلْ رَبِّ لَكَ رَكَفْتُ وَ لَكَ أَسْلَمْتُ وَ بِكَ
آَمَنْتُ وَ عَلَيْكَ تَوَكِّلْتُ وَ أَنْتَ رَبِّي خَشَعَ لَكَ سَمْعِي وَ بَصَرِي وَ شَعْرِي وَ بَشَرِي وَ لَحْمِي وَ دَمِي وَ مُخَي وَ عَصَبِي
وَ عِظَامِي وَ مَا أَقَلَّثهُ قَدَمَايَ غَيْرَ مُسْتَنْكِفٍ وَ لا مُسْتَكْبِرٍ وَ لاَ مُسْتَحْسِرٍ سُبْحَانَ رَبِّيَ الْعَظِيمِ وَ بِحَمْدِهِ ثَلاَثَ مَرَّاتٍ
فِي تَرَسُلٍ وَ تَصُفُّ فِي رُكُوعِكَ بَيْنَ قَدَمَيْكَ تَجْعَلُ بَيْنَهُمَا قَدْرَ شِبْرٍ وَ تُمَكِّنُ رَاحَتَيْكَ مِنْ رُكْبَنَيْكَ وَ تَضَّعُ يَدَكَ
الْيُمْنَى عَلَى رُكْبَتِكَ الْيُمْنَى قَبْلَ الْيُسْرَى وَ تَلْقُمُ بِأَطْرَافِ أَصَابِعِكَ عَيْنَ الرُّكْبَةِ وَ فَرِّجْ أَصَابِعَكَ إِذَا وَضَعْتَهَا عَلَى
رُكْبَتَيْكَ وَ أَقِمْ صُلْبَكَ وَ مُدَّ عُنُقَكَ وَ لَيَكُنْ نَظَرُكَ بَيْنَ قَدَمَيْكَ ثُمَّ قُلْ سَمِعَ اللَّهُ لِمَنْ حَمِدَهُ وَ أَنْتَ مُنْتَصِبٌ قَائِمٌ
«الْحَمْدُ لِلهِ رَبِّ الْعَالَمِينَ» أَهلَ ٱلْجَبَرُوتِ وَ ٱلْكِبْرِيَاءِ وَ ٱلْعَظَمَةِ «الْحَمْدُ لِلَّهِ رَبّ ٱلْعَالَمِينَ» تَجْهَرُ بِهَا صَوْتَكَ ثُمَّ تَرْفَعُ
يَدَيْكَ بالتَّكْبِيرٍ وَ تَخِرُ سَاجِداً».","Muhammad ibn Ya‘qub from Muhammad ibn Yahya from Ahmad ibn Muhammad ibn Isa from Hariz from
Zurarah:
Abu Ja‘far {a.s}, peace be upon him, said: “When you intend to go into bowing (ruku‘),
say while you are standing upright: ‘Allahu Akbar’, then bow and say:
‘My Lord {AZJ}, for You {AZJ} have I bowed, to You {AZJ} have I submitted, in You {AZJ} have I
believed, upon You {AZJ} have I relied, and You {AZJ} are my Lord {AZJ}. My hearing, my sight,
my hair, my skin, my flesh, my blood, my brain, my nerves, my bones, and everything
my feet carry have humbled themselves to You {AZJ}, not arrogantly, nor proudly, nor
with weariness. Glory be to my Lord {AZJ}, the Mighty, and praise be to Him {AZJ}’, three
times, in a calm and deliberate manner (tarassul).
And in your bowing, align your feet, placing between them the distance of one span.
Place your palms firmly on your knees. Put your right hand on your right knee before
the left, press the tips of your fingers on the center of the kneecap, and spread your
fingers when placing them on your knees. Keep your back straight and extend your
neck, and let your gaze be between your feet.
IN BOWING AND PROSTRATION, QUNUT, AND WHAT IS OBLIGATORY AND RECOMMENDED THEREIN
Then say: ‘Sami‘a Allahu liman hamidah’ (Allah {SWT} hears the one who praises Him
{AZJ}), while you are upright standing, and say: ‘Al-hamdu lillahi Rabbil-‘alamin’ (Praise
be to Allah {SWT}, the Lord of the worlds), the One worthy of majesty, sovereignty, and
greatness. ‘Al-hamdu lillahi Rabbil-‘alamin’, say it aloud.
Then raise your hands with the takbir and go down into prostration (sujud).”",Abu Ja’far Imam Muhammad ibn Ali al-Baqir {a.s},,"Al-Kafi, Vol.3 p.319 • Tahdib Al-Ahkam, Vol.2 p.77 • Al-Wafi, Vol.8 p.701 • Wasa’il Al-Shi’ah, Vol.6 p.295",tahdib-al-ahkam-vol.2.pdf,151,152
12,"THE MANNER OF PRAYER, EXPLANATION OF THE FIFTY-ONE RAK‘AHS; THE ORDER, RECITATION, TASBIH IN BOWING AND PROSTRATION, QUNUT, AND WHAT IS OBLIGATORY AND RECOMMENDED THEREIN",290,"الْحُسَيْنُ بْنُ سَعِيدٍ عَنِ الْقَاسِمِ بْنِ مُحَمِّدٍ عَنْ رَجُلٍ عَنْ أَبِي بَصِيرٍ عَنْ أَبِي عَبْدِ اللّهِ عَلَيْهِ السَّلاَمُ قَالَ: «إِذَا رَفَعْتَ
رَأْسَكَ مِنَ الرُّكُوعِ فَأْقِمْ صُلْبَكَ فَإِنَّهُ لا صَلاَةَ لِمَنْ لاَ يُقِيمُ صُلْبَهُ».","Al-Husayn ibn Sa‘id from al-Qasim ibn Muhammad from a man from Abu Basir:
Abu Abdillah {a.s} said: “When you raise your head from bowing (ruku‘), straighten your
back, for there is no prayer for the one who does not straighten his back.”",Abu Abdillah Imam Ja’far ibn Muhammad al-Sadiq {a.s},,"Al-Kafi, Vol.3 p.320 • Tahdib Al-Ahkam, Vol.2 p.78 • Al-Wafi, Vol.8 p.703 • Wasa’il Al-Shi’ah, Vol.6 p.321",tahdib-al-ahkam-vol.2.pdf,152,152
12,"THE MANNER OF PRAYER, EXPLANATION OF THE FIFTY-ONE RAK‘AHS; THE ORDER, RECITATION, TASBIH IN BOWING AND PROSTRATION, QUNUT, AND WHAT IS OBLIGATORY AND RECOMMENDED THEREIN",291,"الْحُسَيْنُ بْنُ سَعِيدٍ عَنْ فَضَالَةَ عَنِ الْعَلَاَءِ عَنْ مُحَمَّدٍ قَالَ: رَأَيْتُ أَبَا عَبْدِ اللَّهِ عَلَيْهِ السَّلاَمُ يَضَّعُ يَدَيْهِ قَبْلَ رُكْبَتَيْهِ
إِذَا سَجَدَ وَ إِذَا أَرَادَ أَنْ يَقُومَ رَفَعَ رُكْبَتَيْهِ قَبْلَ يَدَيْهِ.","Al-Husayn ibn Sa‘id from Fadalah from al-‘Ala’ from Muhammad, who said:
I saw Abu Abdillah {a.s} placing his hands before his knees when He {a.s} went into
prostration (sujud), and when He {a.s} wanted to rise, He {a.s} would raise his knees before
his hands.”",Abu Abdillah Imam Ja’far ibn Muhammad al-Sadiq {a.s},,"Tahdib Al-Ahkam, Vol.2 p.78 • Al-Wafi, Vol.8 p.713 • Wasa’il Al-Shi’ah, Vol.6 p.337",tahdib-al-ahkam-vol.2.pdf,152,152
12,"THE MANNER OF PRAYER, EXPLANATION OF THE FIFTY-ONE RAK‘AHS; THE ORDER, RECITATION, TASBIH IN BOWING AND PROSTRATION, QUNUT, AND WHAT IS OBLIGATORY AND RECOMMENDED THEREIN",292,"وَ عَنَهُ عَنِ ٱلْقَاسِمِ بْنِ مُحَمَّدِ ٱلْجَوْهَرِيّ عَنِ ٱلْحُسَيْنِ بْنِ أَبِي الْعَلاءِ قَالَ: سَأَلْتُ أَبَا عَبْدِ اللّهِ عَلَيْهِ السَّلَامُ عَنِ ٱلرَّجُلِ
يَضَعُ يَدَيْهِ قَبْلَ رُكْبَتَيْهِ فِي الصَّلاَةِ فَقَالَ «نَعَمْ».","And from him, from al-Qasim ibn Muhammad al-Jawhari from al-Husayn ibn Abi al-‘Ala’, who said:
I asked Abu Abdillah {a.s} about a man who places his hands before his knees during
prayer.
Imam {a.s} said: “Yes (it is permissible).”",Abu Abdillah Imam Ja’far ibn Muhammad al-Sadiq {a.s},,"Tahdib Al-Ahkam, Vol.2 p.78 • Al-Istibsar, Vol.1 p.325 • Al-Wafi, Vol.8 p.713 • Wasa’il Al- Shi’ah, Vol.6 p.338",tahdib-al-ahkam-vol.2.pdf,152,153
12,"THE MANNER OF PRAYER, EXPLANATION OF THE FIFTY-ONE RAK‘AHS; THE ORDER, RECITATION, TASBIH IN BOWING AND PROSTRATION, QUNUT, AND WHAT IS OBLIGATORY AND RECOMMENDED THEREIN",293,"وَ عَنْهُ عَنْ صَفْوَانَ عَنِ الْعَلاَءِ عَنْ مُحَمَّدِ بْنِ مُسْلِمِ قَالَ: سُئِلَ عَنِ الرَّجُلِ يَضَعُ يَدَيْهِ عَلَى الْأَرْضِ قَبْلَ رُكْبَتَيْهِ قَالَ
«نَعَمْ» يَعْنِي فِي الصَّلاَةِ.","And from him, from Safwan from al-‘Ala’ from Muhammad ibn Muslim, who said:
He {a.s} was asked about a man who places his hands on the ground before his knees.
Imam {a.s} said: “Yes,” meaning in prayer.",Implicit (Muzmar),,"Tahdib Al-Ahkam, Vol.2 p.78 • Al-Istibsar, Vol.1 p.326 • Al-Wafi, Vol.8 p.713 • Wasa’il Al- Shi’ah, Vol.6 p.337",tahdib-al-ahkam-vol.2.pdf,153,153
