Chapter Number,Chapter Title,Hadith Number,arabic_text,english_text,commentary,references,source_pdf,page_start,page_end
71,CHAPTER ON SHARECROPPING AND LEASING,3912,"وَ رَوَى صَفْوَانُ بْنُ يَحْيَى عَنْ أَبِي مُحَمَّدِ الْخَيَّاطِ عَنْ مُجَمَّعٍ قَالَ : قُلْتُ لِأَبِي عَبْدِ اللَّهِ عَ أَتَقَبَّلُ الثَّيَابَ
أَخِيطُهَا فَأْعْطِيهَا الْغِلْمَانَ بِالثُّلْثَيْنِ قَالَ «أَلَيْسَ تَعْمَلُ فِيهَا» قُلْتُ أَقَطَعُهَا وَ أَشتَرِي لَهُمُ الْخُيُوطَ قَالَ «لا بَأْسَ».","Safwan bin Yahya narrated from Abu Muhammad Al-Khayyat, from
Mujammi’, who said: I said to Abu Abdillah {a.s},
""I take on garments to sew and then give them to young workers, keeping one-third and
giving them two-thirds. Is this permissible?""
Imam {a.s} said: ""Don’t you also work on them?""
I said: “I cut the fabric and buy the threads for them.""
Imam {a.s} said: ""There is no harm in that.""",,"Man La Yahduruhu Al-Faqih, Vol.3 p.252 • Tahdhib Al-Ahkam, Vol.7 p.211 • Al-Wafi, Vol.18 p.950 • Wasa’il Al-Shi’ah, Vol.19 p.133",man-la-yahduruhu-al-faqih-vol.3-1.pdf,339,339
71,CHAPTER ON SHARECROPPING AND LEASING,3913,"وَ رُوِيَ عَنْ مُحَمَّدِ ٱلطَّيَّارِ قَالَ : دَخَلْتُ ٱلْمَدِينَةَ وَ طَلَبْتُ بَيْتاً أَتَكَارَاهُ فَدَخَلْتُ دَاراً فِيهَا بَيْتَانِ بَيْنَهُمَا بَابٌ
وَ فِيهِ اِمْرَأَةً فَقَالَتْ تَكَارِي هَذَا البَيْتَ قُلْتُ بَيْتَهُمَا بَابٌ وَ أَنَا شَابٌّ قَالَتْ أَنَا أغْلِقُ الْبَابَ بَيْنِي وَ بَيْنَكَ فَحَوِّلْتُ
مَتَاعِي فِيهِ وَ قُلْتُ لَهَا أَغْلِقِي الْبَابَ فَقَالَتْ تَدْخُلُ عَلَيَّ مِنْهُ الرَّوْحُ دَعْهُ فَقُلْتُ لاَ أَنَا شَابٌّ وَ أَنْتِ شَابَةٌ أَغْلِقِيهِ قَالَتِ
أقْعُدْ أَنْتَ فِي بَنْتِكَ فَلَسْتُ آتِيكَ وَ لاَ أَقْرَبُكَ وَ أَبَتْ أَنْ تُغْلِقَهُ فَأَتَيْتُ أَبَا عَبْدِ اللَّهِ عَلَيْهِ السَّلَاَمُ فَسَأَلْتُهُ عَنْ ذَلِكَ
فَقَالَ «تَحَوَّلْ مِنْهُ فَإِنَّ الرَّجُلَ وَ الْمَرْأَةَ إِذَا خَلَّيَا فِي بَيْتٍ كَانَ ثَالِتُهُمَا الشَّيْطَانَ».","It is narrated from Muhammad Al-Tayyar, who said:
I entered Medina looking for a house to rent. I came across a property with two rooms
separated by a door, and a woman was living there.
She said: “Would you like to rent this room?""
I said: “But there is a door between the two rooms, and I am a young man.""
She said: “I will close the door between me and you.""
So, I moved my belongings into the room and said to her: ""Close the door.""
She said: “I need it open for ventilation. Leave it.""
I replied: “No, I am a young man, and you are a young woman, close it.""
She said: “Stay in your room. I will not come to you or approach you,"" but she refused
to close the door.
So I went to Abu Abdillah {a.s} and asked him about this matter.
Imam {a.s} said: ""Move out of there, for when a man and a woman are left alone in a
house, the third one among them is Satan.""",,"Man La Yahduruhu Al-Faqih, Vol.3 p.252 • Al-Wafi, Vol.22 p.871 • Wasa’il Al-Shi’ah, Vol.19 p.154",man-la-yahduruhu-al-faqih-vol.3-1.pdf,340,340
71,CHAPTER ON SHARECROPPING AND LEASING,3914,"وَ كَتَبَ أَبُو هَمَّامِ إِلَى أَبِي الْحَسَنِ عَلَيْهِ السَّلاَمُ : فِي رَجُلِ اِسْتَأْجَرَ ضَيْعَةً مِنْ رَجُلٍ فَبَاعَ ٱلْمُوَاجِرُ تِلْكَ
الضَّيْعَةَ بِحَضْرَةِ الْمُسْتَأْجِرِ وَلَمْ يُنْكِرِ الْمُسْتَأْجِرُ الْبَيْعَ وَ كَانَ حَاضِراً لَهُ شَاهِداً عَلَيْهِ قَمَاتَ الْمُشْتَرِي وَ لَهُ وَرَثَةٌ هَلْ
يَرْجِعُ ذَلِكَ الشَّيْءُ فِي مِيرَاتِ الْمَيِّتِ أَوْ يَثبُتُ فِي يَدِ الْمُسْتَأْجِرِ إِلَى أَنْ تَنْقَضِيَ إِجَارَتُهُ فَكَتَبَ عَلَيْهِ السَّلامُ « يَثْبُتُ
فِي يَدِ ٱلْمُسْتَأْجِرٍ إِلَى أَنْ تَنْقَضِيَ إِجَارَتُهُ».
وَ سَأَلْتُ شَيْخَنَا مُحَمَّدَ بْنَ الْحَسَنِ رَضِيَ اللَهُ عَنْهُ عَنْ رَجُلٍ آجَرَ ضَيْعَةً مِنْ رَجُلٍ هَلْ لَهُ أنْ يَبِيعَهَا قَالَ لَيْسَ لَهُ أَنْ يَبِيعَهَا قَبْلَ
انْقِضَاءِ مُدَّةِ الْإِجَارَةِ إِلَّا أَنْ يَشْتَرِطَ عَلَى الْمُشتَرِي الْوَفَاءَ لِلْمُسْتَأْجِرِ إِلَى انْقِضَاءِ مُدَّةِ إِجَارَتِهِ.","Abu Hammam wrote to Abu Al-Hasan {a.s} regarding a man who rented a
property from another man. The landlord then sold the property in the presence of the
tenant, who did not object to the sale and witnessed it. The buyer later died, leaving
heirs. The question was whether the property would revert to the heirs as inheritance
or remain with the tenant until the lease period ended.
Imam {a.s} wrote in response: ""It remains in the hands of the tenant until the lease period
ends.""","I also asked our Sheikh, Muhammad bin Al-Hasan (may Allah {SWT} be pleased with him),
about a man who rented a property to another man, whether he could sell it.
He said: ""He cannot sell it before the lease period ends unless he stipulates to the
buyer that the tenant’s rights must be honored until the lease period is completed.""","Man La Yahduruhu Al-Faqih, Vol.3 p.252 • Wasa’il Al-Shi’ah, Vol.19 p.134",man-la-yahduruhu-al-faqih-vol.3-1.pdf,340,341
71,CHAPTER ON SHARECROPPING AND LEASING,3915,"وَ رُوِيَ عَنْ مُحَمَّدِ بْنِ عَطِيَّةَ قَالَ سَمِعْتُ أَبَا عَبْدِ اللَّهِ عَلَيْهِ السَّلاَمُ يَقُولُ : «إِنَّ اللَّهَ عَزَّ وَ جَلَّ اِخْتَارَ لِأَنْبِيَائِهِ
عَلَيْهِمُ السَّلاَمُ الْحَرْثَ وَ الزَّرْعَ لِئَلاَّ يَكْرَهُوا شَيْئاً مِنْ قَطْرِ السَّمَاءِ».","It is narrated from Muhammad bin Atiyyah, who said: I heard Abu Abdillah {a.s}
say: ""Indeed, Allah {SWT}, the Mighty and Glorious, chose farming and cultivation for His
prophets (peace be upon them) so that they would not dislike anything from the
rainfall.""",,"Al-Kafi, Vol.5 p.260 • Man La Yahduruhu Al-Faqih, Vol.3 p.253 • Al-Wafi, Vol.17 p.129",man-la-yahduruhu-al-faqih-vol.3-1.pdf,341,341
71,CHAPTER ON SHARECROPPING AND LEASING,3916,"وَ سُئِلَ عَلِيً عَلَيْهِ السِّلَاَمُ عَنْ قَوْلِ اللَّهِ عَزَّ وَ جَلَّ: ٢ وَ عَلَى اللهِ فَلْيَتَوَكَّلِ ٱلْمُتَوَكَّلُونَ
قَالَ «الزَّارِعُونَ».","Imam Ali ibn Abi Talib {a.s} was asked about the saying of Allah {SWT}, the Mighty
and Glorious: ""And upon Allah {SWT} let the reliant rely"" (Surah Ibrahim 14:12).
Imam {a.s} said: ""It refers to the farmers.""",,"Tafsir Al-’Ayyashi, Vol.2 p.222 • Man La Yahduruhu Al-Faqih, Vol.3 p.253 • Al-Wafi, Vol.17 p.129 • Wasa’il Al-Shi’ah, Vol.17 p.42 • Wasa’il Al-Shi’ah, Vol.19 p.34 • Tafsir Al-Burhan, Vol.3 p.181 • Tafsir Al-Burhan, Vol.3 p.291 • Tafsir Al-Burhan, Vol.3 p.291 • Tafsir Nur Al-Thaqalayn, Vol.2 p.530 • Tafsir Kanz Al- Daqaiq, Vol.7 p.38",man-la-yahduruhu-al-faqih-vol.3-1.pdf,341,341
72,CHAPTER ON LIABILITY FOR THOSE WHO TAKE,3917,"بَابُ مَا يَجِبُ مِنَ الضَّمَانِ عَلَى مَنْ يَأْخُذُ أَجْراً عَلَى شَيْءٍ لِيُصْلِحَهُ فَيُفْسِدُهُ
رَوَى حَمَّادٌ عَنِ الْحَلَبِيِّ عَنْ أَبِي عَبْدِ اللَّهِ عَلَيْهِ السَّلامُ : فِي الرَجُلِ يُعْطَى الثَّوْبَ لِيَصْبَفَهُ فَيُفْسِدُهُ فَقَالَ
«كُلّ عَامِلٍ أَعْطَيْتَهُ أَجْراً عَلَى أَنْ يُصْلِحَ فَأَفْسَدَ فَهُوَ ضَامِنٌ».","Hammad narrated from Al-Halabi, from Abu Abdillah {a.s}, regarding a man
who gives a garment to someone to dye it, but the dyer ruins it.
Imam {a.s} said: ""Any worker whom you pay to repair or improve something but ends up
damaging it is liable.""",,"Man La Yahduruhu Al-Faqih, Vol.3 p.253 • Al-Wafi, Vol.18 p.907 • Wasa’il Al-Shi’ah, Vol.19 p.147 • Al-Fusul Al-Muhimmah, Vol.2 p.301",man-la-yahduruhu-al-faqih-vol.3-1.pdf,342,342
72,CHAPTER ON LIABILITY FOR THOSE WHO TAKE,3918,"وَ رَوَى عَلِيُّ بْنُ الْحَكَمِ عَنْ إِسْمَاعِيلَ بْنِ الصَّبَّاحِ قَالَ : سَأَلْتُ أَبَا عَبْدِ اللَّهِ عَ عَنِ ٱلْقَصَّارِ يُسَلَّمُ إِلَيْهِ الْمَتَاعُ
فَيُحْرِقُهُ أَوْ يَخْرِقُهُ أَ يُغَرَمُهُ قَالَ «نَعَمْ غُرِّمَهُ بِمَا جَنَتْ يَدُهُ فَإِنَّكَ إِنَّمَا أَعْطَيْتَهُ لِيُصْلِحَ وَ لَمْ ثُعْطِهِ لِيُفْسِدَ».","Ali bin Al-Hakam narrated from Isma'il bin Al-Sabbah, who said:
I asked Abu Abdillah {a.s} about a launderer to whom a garment is given, but he burns or
tears it. Should he be held liable?
Imam {a.s} said: ""Yes, he is liable for the damage caused by his actions, for you gave it
to him to repair or clean, not to ruin.""",,"Man La Yahduruhu Al-Faqih, Vol.3 p.253 • Tahdhib Al-Ahkam, Vol.7 p.221 • Al-Istibsar, Vol.3 p.133 • Al-Wafi, Vol.18 p.909",man-la-yahduruhu-al-faqih-vol.3-1.pdf,342,342
72,CHAPTER ON LIABILITY FOR THOSE WHO TAKE,3919,"وَقَالَ عَلَيْهِ السَّلامُ : «كَانَ أَبِي عَلَيْهِ السِّلاَمُ يُضَمِّنُ الْقَصَّارَ وَ الصَّوَّاغَ مَا أَفْسَدَا وَ كَانَ عَلِيْ بْنُ ٱلْحُسَيْنِ
عَلَيْهِمَا السَّلامُ يَتَفَضَّلُ عَلَيْهِمْ».","Imam {a.s} said: ""My father {a.s} used to hold the launderer and the goldsmith
liable for any damage they caused. But, Imam Ali ibn Al-Hussain {a.s} would show
leniency toward them.""",,"Man La Yahduruhu Al-Faqih, Vol.3 p.254 • Al-Wafi, Vol.18 p.907 • Wasa’il Al-Shi’ah, Vol.19 p.147",man-la-yahduruhu-al-faqih-vol.3-1.pdf,342,342
73,CHAPTER ON THE LIABILITY OF ONE WHO CARRIED,3920,"بَابُ ضَمَانٍ مَنْ حَمَلَ شَيْئاً فَادَّعَى ذَهَابَهُ
رَوَى حَمَّادٌ عَنِ الْحَلَبِيَّ عَنْ أَبِي عَبْدِ اللّهِ عَلَيْهِ السَّلَاَمُ : فِي جَمَّالٍ يَحْمِلُ مَعَهُ الرَّيْتَ فَيَقُولُ قَدْ ذَهَبَ أَوْ
أُهْرِقَ أَوْ قُطِعَ عَلَيْهِ الطَّرِيقُ «فَإِنْ جَاءَ عَلَيْهِ بِيَيِّنَةِ عَادِلَةٍ أَنَّهُ قُطِعَ عَلَيْهِ أَوْ ذَهَبَ فَلَيْسَ عَلَيْهِ شَيْءٌ وَ إِلاَّ ضَمِنَ» وَ
فِي رَجُلٍ حَمَلَ مَعَهُ رَجُلٌ فِي سَفِينَتِهِ طَعَاماً فَنَقَصَ قَالَ «هُوَ ضَامِنْ» قُلْتُ لَهُ إنَّهُ رُبَّمَا زَادَ قَالَ «تَعْلَمُ أَنَّهُ زَادَ فِيهِ
شيْئاً» قُلْتُ لاَ قَالَ »هُوَ لَكَ».","Hammad narrated from Al-Halabi, from Abu Abdillah {a.s}, regarding a camel
driver who carries oil and claims that it was lost, spilled, or taken by robbers.
Imam {a.s} said: ""If he brings trustworthy evidence that it was stolen, lost, or taken, then
he is not liable. Otherwise, he is responsible for compensating it.""
And regarding a man who transported food for another man in his boat, but the
quantity decreased,
Imam {a.s} said: ""He is liable.""
I said to him: ""Sometimes the quantity increases.""
Imam {a.s} said: ""Do you know that he added anything to it?""
I said: “No.""
Imam {a.s} said: ""Then it belongs to you.""",,"Man La Yahduruhu Al-Faqih, Vol.3 p.254",man-la-yahduruhu-al-faqih-vol.3-1.pdf,343,343
73,CHAPTER ON THE LIABILITY OF ONE WHO CARRIED,3921,"وَ قَالَ عَلَيْهِ السَّلاَمُ : «فِي الْغُسَالِ وَ الصُوَّاغِ مَا سُرِقَ مِنْهُمْ مِنْ شَيْءٍ فَلَمْ يَخْرُجْ بِبَيِّنَةٍ عَلَى أَمْرٍ بَيِّنِ أَنَّهُ
قَدْ سُرِقَ وَ كُلُّ قَلِيلٍ لَهُ أَوْ كَثِيرٍ فَإِنْ فَعَلَ فَلَيْسَ عَلَيْهِ شَيْءٌ وَ إِنْ لَمْ يُقِمْ بَيِّنَةً وَ رَعَمَ أَنَّهُ قَدْ ذَهَبَ الَّذِي إِدَّعَى
فَقَدْ ضَمِنَهُ إِنْ لَمْ يَكُنْ لَهُ عَلَى قَوْلِهِ بَيِّنَةٌ».","Imam {a.s} said:
""Regarding the washer (ghassal) and the goldsmith (sawwagh), if something is stolen
from them and they do not provide clear evidence proving that it was stolen, whether
it is little or much, then they are liable. However, if they establish proof with clear
evidence, then they are not liable. But if they fail to present evidence and merely claim
that the item was lost, they are responsible for compensating it unless they provide
proof to support their claim.""",,"Al-Kafi, Vol.5 p.242 • Man La Yahduruhu Al-Faqih, Vol.3 p.254 • Wasa’il Al-Shi’ah, Vol.19 p.141",man-la-yahduruhu-al-faqih-vol.3-1.pdf,343,343
73,CHAPTER ON THE LIABILITY OF ONE WHO CARRIED SOMETHING AND CLAIMED ITS LOSS,3922,"وَ قَالَ : فِي رَجُلٍ تَكَارَى دَابَّةً إِلَى مَكَانِ مَعْلُومِ فَتَصِيعُ الدَّابَّةُ قَالَ «إِنْ كَانَ جَازَ الشَّرْطَ فَهُوَ ضَامِنْ وَ إِنْ
دَخَلَ وَادِياً فَلَمْ يُوثِقْهَا فَهُوَ ضَامِنْ وَ إِنْ سَقَطَتْ فِي بِئرِ فَهُوَ ضَامِنٌ لِأَنَّهُ لَمْ يَسْتَوْثِقْ مِنْهَا».","Imam {a.s} said regarding a man who rents an animal to travel to a specified
location, but the animal is lost:
""If he exceeded the agreed conditions, he is liable. If he entered a valley and did not
secure the animal properly, he is liable. And if it fell into a well, he is liable because he
did not take proper precautions to safeguard it.""",,"Man La Yahduruhu Al-Faqih, Vol.3 p.255",man-la-yahduruhu-al-faqih-vol.3-1.pdf,344,344
73,CHAPTER ON THE LIABILITY OF ONE WHO CARRIED SOMETHING AND CLAIMED ITS LOSS,3923,"وَ رُوِيّ عَنْ رَجْلٍ جَمَالِ أكْتُرِيَ مِنْهُ إِبِلٌ وَ بُعِثَ مَعَهُ بِزَيْتٍ إِلَى أَرْضٍ فَزَعَمَ أَنَّ بَعْضَ زِقَاقِ الزِّيْتِ اِنْخَرَقَ
وَأَهْرَاقَ الزَّيْتَ قَالَ «إِنَّهُ إِنْ شَاءَ أَخَذَ الزَّيْتَ» وَ قَالَ «اِنْخَرَقَ وَ لَكِنْ لاَ يُصَدَقُ إِلاَّ بِبَيِّنَةٍ عَادِلَةٍ وَ أَيُمَا رَجُلٍ تَكَارَى
دَابَّةً فَأْخَذَتْهَا الذِّئْبَةُ فَشَقَّتْ عَيْنَهَا فَنَفَقَتْ فَهُوَ لَهَا ضَامِنْ إِلَّ أَنْ يَكُونَ مُسْلِماً عَدْلاً».","It is narrated about a camel driver who was hired to transport oil to a certain
land. He claimed that some of the oil skins were torn, causing the oil to spill.
Imam {a.s} said: ""The owner may take the remaining oil if he wishes.""
Imam {a.s} also said: ""The camel driver's claim that the skins were torn is not accepted
unless supported by trustworthy and just evidence.""
And Imam {a.s} added: ""Any man who rents an animal, and it is attacked by a wolf, which
injures its eye and causes it to die, is liable for it unless he is a trustworthy and just
person.""",,"Man La Yahduruhu Al-Faqih, Vol.3 p.255",man-la-yahduruhu-al-faqih-vol.3-1.pdf,344,344
73,CHAPTER ON THE LIABILITY OF ONE WHO CARRIED SOMETHING AND CLAIMED ITS LOSS,3924,"وَ رُوِيَ عَنْ جَعْفَرِ بْنِ عُثْمَانَ قَالَ : حَمَلَ أَبِي مَتَاعاً إِلَى الشَّامِ مَعَ جَمَّالٍ فَذَكَرَ أَنَّ جِمْلاً مِنْهُ ضَاعَ فَذَكَرْتْ
ذَلِكَ لِأَبِي عَبْدِ اللَّهِ عَلَيْهِ السَّلامُ فَقَالَ «أَتَتَّهِمُهُ» فَقُلْتُ لا قَالَ «فَلاَ تُضَمَّنْهُ».","It is narrated from Ja'far bin Uthman, who said:
My father sent some goods to Syria with a camel driver, and the camel driver claimed
that one of the loads was lost. I mentioned this to Abu Abdillah {a.s}.
Imam {a.s} said: ""Do you suspect him?""
I said: “No.""
Imam {a.s} said: ""Then do not hold him liable.""",,"Al-Kafi, Vol.5 p.244 • Man La Yahduruhu Al-Faqih, Vol.3 p.256 • Tahdhib Al-Ahkam, Vol.7 p.217 • Al-Wafi, Vol.18 p.917 • Wasa’il Al-Shi’ah, Vol.19 p.150",man-la-yahduruhu-al-faqih-vol.3-1.pdf,344,344
73,CHAPTER ON THE LIABILITY OF ONE WHO CARRIED SOMETHING AND CLAIMED ITS LOSS,3925,"وَ رَوَى اِبْنُ مُسْكَانَ عَنْ أَبِي بَصِيرٍ عَنْ أَبِي عَبْدِ اللّهِ عَلَيْهِ ٱلسَّلاَمُ قَالَ : سَأَلْتُهُ عَنْ قَصَّارٍ دَفَعْتُ إِلَيْهِ ثَوْباً
فَزَعَمَ أَنْهُ سُرِقَ مِنْ بَيْنٍ ثِيَابِهِ قَالَ «عَلَيْهِ أَنْ يُقِيمَ الْبَيِّنَةَ أَنَّ ذَلِكَ سُرِقَ مِنْ بَيْنِ مَتَاعِهِ وَ لَيْسَ عَلَيْهِ شَيْءٌ وَ إنْ
سُرِقَ مَعَ مَتَاعِهِ فَلَيْسَ عَلَيْهِ شَيْءٌ».","Ibn Muskan narrated from Abu Basir, from Abu Abdillah {a.s}, who said:
I asked him about a launderer to whom I gave a garment, and he claimed that it was
stolen from among his belongings.
Imam {a.s} said: ""He must provide evidence that it was stolen from among his
belongings, and if he does so, then he is not liable. Similarly, if it was stolen along with
his belongings, he is not liable.""",,"Al-Kafi, Vol.5 p.242 • Man La Yahduruhu Al-Faqih, Vol.3 p.256 • Tahdhib Al-Ahkam, Vol.7 p.218 • Al-Wafi, Vol.18 p.907 • Wasa’il Al-Shi’ah, Vol.19 p.142",man-la-yahduruhu-al-faqih-vol.3-1.pdf,345,345
73,CHAPTER ON THE LIABILITY OF ONE WHO CARRIED SOMETHING AND CLAIMED ITS LOSS,3926,"وَ رَوَى عُثْمَانُ بْنُ زِيَادٍ عَنْ أَبِي جَعْفَرٍ عَلَيْهِ السِّلَامُ قَالَ : قُلْتُ لَهُ إنَّ جَمَّالاً لَنَا كَانَ يُكَارِينًا فَحَمَلَ عَلَى
غَيْرِهِ فَضَاعَ قَالَ «ضَمِّنْهُ وَ خَذْ مِنْهُ».","Uthman bin Ziyad narrated from Abu Ja’far Imam Muhammad ibn Ali Al-Baqir
{a.s}, who said:
I said to Imam {a.s}: ""We had a camel driver who used to work for us. He loaded goods
onto someone else's camel, and they were lost.""
Imam {a.s} said: ""Hold him liable and take compensation from him.""",,"Man La Yahduruhu Al-Faqih, Vol.3 p.256",man-la-yahduruhu-al-faqih-vol.3-1.pdf,345,345
73,CHAPTER ON THE LIABILITY OF ONE WHO CARRIED SOMETHING AND CLAIMED ITS LOSS,3927,"وَ كَانَ أَمِيرُ ٱلْمُؤْمِنِينَ عَلَيْهِ السَّلامُ يُضَمِّنُ الصِّبَّاغَ وَ الْقَصَارَ وَ الصّائِعَ، اِحْتِيَاطاً عَلَى أَمْتِعَةِ النَّاسِ وَ كَانَ
لاَ يُضَمِّنُ مِنَ الْغَرَقِ وَ الْحَرَقِ وَ الشَّيْءِ الْغَالِبِ وَ إِذَا غَرِقَتِ السَّفِينَةُ وَ مَا فِيهَا فَأَصَابَهُ النَّاسُ فَمَا قَذَفَ بِهِ الْبَحْرُ
عَلَى سَاجِلِهِ فَهُوَ لِأَهْلِهِ وَ هُمْ أَحَقُ بِهِ وَ مَا غَاصَ عَلَيْهِ النَّاسُ وَ تَرَكَهُ صَاحِبُهُ فَهُوَ لَهُمْ».","Commander of the Faithful {a.s} used to hold the dyer, launderer, and
goldsmith liable as a precaution to protect people's belongings. However, he did not
hold them liable for damages caused by drowning, fire, or overwhelming events.
And if a ship sinks along with its cargo, and people recover what washes up on the
shore, it belongs to its owners, and they have the strongest claim to it. But whatever
people dive for and the owner abandons, it belongs to those who recover it.",,"Al-Kafi, Vol.5 p.242 • Man La Yahduruhu Al-Faqih, Vol.3 p.256 • Tahdhib Al-Ahkam, Vol.7 p.219 • Al-Wafi, Vol.18 p.908",man-la-yahduruhu-al-faqih-vol.3-1.pdf,345,345
73,CHAPTER ON THE LIABILITY OF ONE WHO CARRIED SOMETHING AND CLAIMED ITS LOSS,3928,"3928 رَوَى اِبْنُ مُسْكَانَ عَنْ أَبِي بَصِيرٍ عَنْ أَبِي عَبْدِ آَللّهِ عَلَيْهِ السَلاَمُ قَالَ : «لا يُضَمَّنُ الصَّائغُ وَ لاَ الْقَصَّارُ وَ
لاَ الْحَائِكُ إِلّ أَنْ يَكُونُوا مُتَهَمِينَ فَيَجِينُونَ بِالْبَيِّنَةِ فَيُخَوَّفُ وَ يُسْتَحْلَفُ لَعَلَّهُ يُسْتَخْرَجُ مِنْهُ شَيْء».","Ibn Muskan narrated from Abu Basir, from Abu Abdillah {a.s}, who said:
""The goldsmith, the launderer, and the weaver are not held liable unless they are
suspected. In such cases, they must bring evidence, and they should be made to
swear an oath and be warned, perhaps something may be revealed from them.""",,"Man La Yahduruhu Al-Faqih, Vol.3 p.257",man-la-yahduruhu-al-faqih-vol.3-1.pdf,346,346
73,CHAPTER ON THE LIABILITY OF ONE WHO CARRIED SOMETHING AND CLAIMED ITS LOSS,3929,"وَ أَتِيَ عَلِيّ عَلَيْهِ السَّلاَمُ بِصَاجِبِ حَمَّامٍ وُضِعَتْ عِنْدَهُ الثَّيَابُ فَضَاعَتْ فَلَمْ يُضَمَّنْهُ وَ قَالَ «إِنَّمَا هُوَ
أمِينٌ»،","Imam Ali ibn Abi Talib {a.s} was presented with the case of a bathhouse
attendant with whom clothes were deposited, but they were lost.
Imam {a.s} did not hold him liable and said: ""He is merely a trustee.""",,"Man La Yahduruhu Al-Faqih, Vol.3 p.257",man-la-yahduruhu-al-faqih-vol.3-1.pdf,346,346
73,CHAPTER ON THE LIABILITY OF ONE WHO CARRIED SOMETHING AND CLAIMED ITS LOSS,3930,- وَ إِنَّ عَلِياً عَلَيْهِ ٱلسَّلامُ ضَمْنَ رَجُلاً مُسْلِماً أَصَابَ خِنْزِيراً لِنَصْرَانِيَّ قِيمَتَهُ».,"Indeed, Imam Ali ibn Abi Talib {a.s} held a Muslim man liable to pay the value
of a pig that belonged to a Christian, which he had harmed.",,"Man La Yahduruhu Al-Faqih, Vol.3 p.257 • Tahdhib Al-Ahkam, Vol.7 p.221",man-la-yahduruhu-al-faqih-vol.3-1.pdf,346,346
73,CHAPTER ON THE LIABILITY OF ONE WHO CARRIED SOMETHING AND CLAIMED ITS LOSS,3931,"وَ رَوَى اِبْنُ مُسْكَانَ عَنْ أَبِي بَصِيرٍ عَنْ أَبِي عَبْدِ اللّهِ عَلَيْهِ السَّلاَمُ : فِي الرَّجُلِ يَسْتَأْجِرُ الْحَمَّالَ فَيَكْسِرُ
الَّذِي يَحْمِلُ عَلَيْهِ أَوْ يُهَرِيقُهُ قَالَ «إِنْ كَانَ مَأُمُوناً فَلَيْسَ عَلَيْهِ شَيْءُ وَ إِنْ كَانَ غَيْرَ مَأْمُونٍ فَهُوَ ضَامِنْ».","Ibn Muskan narrated from Abu Basir, from Abu Abdillah {a.s}, regarding a man
who hires a porter, and the porter either breaks what he is carrying or spills it.
Imam {a.s} said: ""If he is trustworthy, then he is not liable. But if he is not trustworthy,
then he is liable.""",,"Man La Yahduruhu Al-Faqih, Vol.3 p.257",man-la-yahduruhu-al-faqih-vol.3-1.pdf,346,346
73,CHAPTER ON THE LIABILITY OF ONE WHO CARRIED SOMETHING AND CLAIMED ITS LOSS,3932,"وَ رَوَى اِبْنُ أَبِي نَصْرٍ عَنْ دَاوُدَ بْنِ سِرْحَانَ عَنْ أَبِي عَبْدِ اللّهِ عَلَيْهِ السَّلاَمُ : «فِي رَجُلٍ حَمَلَ مَتَاعاً عَلَى
رَأْسِهِ فَأَصَابَ إنْسَاناً فَمَاتَ أَوْ اِنْكَسَرَ مِنْهُ شَيْءَ فَهُوَ ضَامِنٌ».","Ibn Abi Nasr narrated from Dawood bin Sirhan, from Abu Abdillah {a.s}:
""If a man carries goods on his head and accidentally strikes someone, causing their
death or breaking something, then he is liable.""",,"Man La Yahduruhu Al-Faqih, Vol.3 p.258 • Tahdhib Al-Ahkam, Vol.7 p.222 • Wasa’il Al-Shi’ah, Vol.19 p.152",man-la-yahduruhu-al-faqih-vol.3-1.pdf,347,347
73,CHAPTER ON THE LIABILITY OF ONE WHO CARRIED SOMETHING AND CLAIMED ITS LOSS,3933,"وَ رُوِيَ عَنْ مُحَمَّدِ بْنِ عَلِيّ بْنِ مَحْبُوبِ قَالَ كَتَبَ رَجْلٌ إِلَى الفَقِيهِ عَلَيْهِ السَّلاَمُ : فِي رَجْلٍ دَفَعَ ثَوْباً إِلَى
اَلْقَصَّارِ لِيُقَصِّرَهُ فَدَفَعَهُ الْقَصَّارُ إِلَى قَصَّارٍ غَيْرِهِ لِيُقَصِّرَهُ فَضَاعَ الثَّوْبُ هَلْ يَجِبُ عَلَى الْقَصَّارِ أَنْ يَرُدَّ مَا دَفَعَهُ إِلَى
غَيْرِهِ إِنْ كَانَ الْقَصْارُ مَأْمُوناً فَوَقَّعَ عَلَيْهِ السَلامُ «هُوَ ضَامِنْ لَهُ إِلاَ أَنْ يَكُونَ ثِقَةً مَأْمُوناً إِنْ شَاءَ اللَّهُ».","It is narrated from Muhammad bin Ali bin Mahbub, who said:
A man wrote to the ‘Jurist’ (Imam Hasan ibn Ali Al-Askari {a.s}) asking about a case where
a person gave a garment to a launderer to clean, and the launderer then handed it over
to another launderer to clean, but the garment was lost. Should the first launderer be
required to compensate for what he entrusted to another?
Imam {a.s} wrote in reply: ""He is liable for it unless the second launderer is trustworthy
and reliable, God willing.""",,"Man La Yahduruhu Al-Faqih, Vol.3 p.258 • Tahdhib Al-Ahkam, Vol.7 p.222 • Al-Wafi, Vol.18 p.913 • Wasa’il Al-Shi’ah, Vol.19 p.146",man-la-yahduruhu-al-faqih-vol.3-1.pdf,347,347
