Chapter Number,Chapter Title,Hadith Number,arabic_text,english_text,commentary,references,source_pdf,page_start,page_end
22,"THE RITUAL BATH OF JUMU’AH, ENTERING THE BATHHOUSE, ITS ETIQUETTE, AND TEACHINGS ON",233,"وَ سَأَلَ مُحَمَّدُ بْنُ مُسْلِمِ أَبَا جَعْفَرٍ عَلَيْهِ السَّلاَمُ فَقَالَ: أَكَانَ أَمِيرُ ٱلْمُؤْمِنِينَ عَلَيْهِ السَّلاَمُ يَنْهَى عَنْ قِرَاءَةٍ
الْقُرْآنِ فِي الْحَمَامِ فَقَالَ «لا إِنَّمَا نَهَى أنْ يَقْرَأُ الرَّجُلُ وَ هُوَ عُرْيَانْ فَإِذَا كَانَ عَلَيْهِ إِزَارٌ فَلاَ بَأْسَ.","Muhammad ibn Muslim asked Imam Muhammad ibn Ali Al-Baqir {a.s} saying:
'Did Commander of the Faithful {a.s} prohibit recitation of the Qur'an in the bathhouse?'
Imam {a.s} said: 'No, he only prohibited a man from reciting while being naked. If he is
wearing a waistcloth (covering), then there is no harm.'",,"Man La Yahduruhu Al-Faqih, Vol. 1 • Makarim Al-Akhlaq, vol. 1, p. 52",man-la-yahduruhu-al-faqih-vol.1.pdf,134,134
22,"THE RITUAL BATH OF JUMU’AH, ENTERING THE BATHHOUSE, ITS ETIQUETTE, AND TEACHINGS ON",234,"وَقَالَ عَلِيُّ بْنُ يَقْطِينٍ لِمُوسَى بْنِ جَعْفَرٍ عَلَيْهِ السَّلاَمُ: أَقْرَأْ فِي الْحَمَّامِ وَ أَنْكِحُ فِيهِ قَالَ «لا بَأْسَ.
ويجب على الرجل أن يغض بصره ويستر فرجه من أن ينظر إليه.","Ali ibn Yaqtin said to Imam Musa ibn Jafar Al-Kadhim {a.s}:
'May I recite (in the bathhouse) and marry (perform a marriage contract) there?'
Imam {a.s} said: 'There is no harm.'","A man must lower his gaze and cover his private parts to prevent others from looking
at them (in bathhouse).","Man La Yahduruhu Al-Faqih, Vol. 1 • Makarim Al-Akhlaq, V.1, p. 53 • Bihar Al Anwar, V.73, p.",man-la-yahduruhu-al-faqih-vol.1.pdf,134,134
22,"THE RITUAL BATH OF JUMU’AH, ENTERING THE BATHHOUSE, ITS ETIQUETTE, AND TEACHINGS ON",235,"وَ سُئِلَ الصَّادِقُ عَلَيْهِ السَّلامُ: عَنْ قَوْلِ اللَّهِ عَزَّ وَ جَلَّ: « قُلْ لِلْمُوْمِنِينَ يَغَضُّوا مِنْ أَبْصَارِهِمْ وَ يَحْفَظُوا
فُرُوجَهُمْ ذَلِكَ أَزْكى لَهُمْ » فَقَالَ «كُلُ مَا كَانَ فِي كِتَابِ اللَّهِ تَعَالَى مِنْ ذِكْرٍ حِفْظِ الْفَرْجِ فَهُوَ مِنَ الزَّنَا إِلاَّ فِي
هَذَا الْمَوْضِعِ فَإِنَّهُ لِلْحِفْظِ مِنْ أَنْ يُنْظَرَ إِلَيْهِ.","Imam Jafar ibn Muhammad Al-Sadiq {a.s} was asked about the saying of Allah
{SWT}, the Exalted: ""Tell the believing men to lower their gaze and guard their private
parts; that is purer for them."" (Surah An-Nur, 24:30).
Imam {a.s} said: 'Every mention of guarding the private parts in the Book of Allah {SWT}, the
Exalted, refers to guarding against fornication, except in this instance, where it refers
to guarding them from being looked at.'",,"Man La Yahduruhu Al-Faqih, Vol. 1 • Al-Wafi, Vol. 6, p. 595 • Wasa’il Al-Shi’a, vol. 1, p. 300 • Al-Fusul al-Muhimmah, Part 1, p. 696",man-la-yahduruhu-al-faqih-vol.1.pdf,134,134
22,"THE RITUAL BATH OF JUMU’AH, ENTERING THE BATHHOUSE, ITS ETIQUETTE, AND TEACHINGS ON",236,"وَ رُوِيّ عَنِ الصَّادِقِ عَلَيْهِ السَّلاَمُ أَنْهُ قَالَ - «إِنَّمَا أَكْرَهُ النَّظَرَ إِلَى عَوْرَةِ ٱلْمُسْلِمِ فَأَمَّا النَّظَرُ إِلَى عَوْرَةِ مَنْ
لَيْسَ بِمُسْلِمٍ مِثْلُ النَّظَرِ إِلَى عَوْرَةِ الْحِمَارِ.","On the authority of Imam Jafar ibn Muhammad Al-Sadiq {a.s} that He said:
""Indeed, looking at the private parts of a Muslim is disliked, and looking at the private
parts of a non-Muslim is like looking at the private parts of a donkey.""",,"Man La Yahduruhu Al-Faqih, Vol. 1 • Makarim Al-Akhlaq, vol. 1, p. 56 • Al-Wafi, Vol. 6, p. 596 • Wasa’il Al-Shi’a, vol. 2, p. 36 • Bihar Al Anwar, Vol. 73, p. 80 • Bihar Al-Anwar, Vol. 101, p. 42 • Mustadrak Al-Wasail, Part 1, p. 378",man-la-yahduruhu-al-faqih-vol.1.pdf,135,135
22,"THE RITUAL BATH OF JUMU’AH, ENTERING THE BATHHOUSE, ITS ETIQUETTE, AND TEACHINGS ON",237,- وَقَالَ أَمِيرُ الْمُؤْمِنِينَ عَلَيْهِ السَّلاَمُ: «نِعْمَ الْبَيْثُ الْحَمَّامُ تُذَكِّرُ فِيهِ النَّارُ وَ يَذْهَبُ بِالدَّرَنِ.,"The Commander of the Faithful {a.s} said: 'What a good place the bathhouse is,
where one is reminded of the Fire (Hellfire) and it removes filth.'",,"Man La Yahduruhu Al-Faqih, Vol. 1 • Makarim Al-Akhlaq, v.1, p. 53 • Wasa’il Al-Shia, vol. 2, p.",man-la-yahduruhu-al-faqih-vol.1.pdf,135,135
22,"THE RITUAL BATH OF JUMU’AH, ENTERING THE BATHHOUSE, ITS ETIQUETTE, AND TEACHINGS ON",238,- وَقَالَ عَلَيْهِ السَّلاَمُ: «بِئْسَ اَلْبَيْتُ اَلْحَمَّامُ يَهْتِكُ السِّثْرَ وَ يَذْهَبُ بِالْحَيَاءِ.,"Imam {a.s} said: 'The bathhouse is an undesirable place; it removes coverings
(privacy) and takes away modesty.'",,"Man La Yahduruhu Al-Faqih, Vol. 1 • Makarim Al-Akhlaq, vol. 1, p. 53 • Al-Wafi, Vol. 6, p. 591 • Wasa’il Al-Shia, vol. 2, p. 30",man-la-yahduruhu-al-faqih-vol.1.pdf,135,135
22,"THE RITUAL BATH OF JUMU’AH, ENTERING THE BATHHOUSE, ITS ETIQUETTE, AND TEACHINGS ON",239,"وَقَالَ الصَّادِقُ عَ: «بِئسَ اَلْبَيْتُ اَلْحَمَّامُ يَهْتِكُ السِّثْرَ وَ يُبْدِي الْعَوْرَةَ وَ نِعْمَ الْبَيْتُ اَلْحَمَّامُ يُذَكَّرُ حَرَّ اَلنَّارِ.
ومن الآداب: أن لا يدخل الرجل ولده معه الحمام فينظر إلى عورته.","Imam Jafar ibn Muhammad Al-Sadiq {a.s} said: 'The bathhouse is an undesirable
place; it removes coverings (privacy) and exposes the private parts.
However, it is a good place as it reminds one of the heats of the Fire (Hellfire).'.","Among the etiquettes: a man should not enter the bathhouse with his child if it would
lead to the child seeing his private parts.","Man La Yahduruhu Al-Faqih, Vol. 1 • Al-Wafi, Vol. 6, p. 591 • Wasa’il Al-Shia, vol. 2, p. 30",man-la-yahduruhu-al-faqih-vol.1.pdf,135,135
22,"THE RITUAL BATH OF JUMU’AH, ENTERING THE BATHHOUSE, ITS ETIQUETTE, AND TEACHINGS ON",240,"وَقَالَ رَسُولُ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَ آلِهِ: « «مَنْ كَانَ يُوْمِنُ بِاللهِ وَ الْيَوْمِ الْآجِرِ» فَلا يَبْعَثْ بِحَلِيلَتِهِ إِلَى
اَلْحَمَّامٍ.","The Messenger of Allah {saws} said: ""Whoever believes in Allah {SWT} and the Last
Day (Qiyamah) should not send his wife to the bathhouse.""",,"Man La Yahduruhu Al-Faqih, Vol. 1 • Makarim Al-Akhlaq, vol. 1, p. 53 • Wasa’il Al-Shi’a, vol. 2, p. 49",man-la-yahduruhu-al-faqih-vol.1.pdf,136,136
22,"THE RITUAL BATH OF JUMU’AH, ENTERING THE BATHHOUSE, ITS ETIQUETTE, AND TEACHINGS ON",241,"وَقَالَ عَلَيْهِ السَّلامُ: «مَنْ أَطَاعَ إِمْرَأَتَهُ أَكَبَّهُ اللَّهُ عَلَى مَنْخِرَيْهِ فِي النَّارِ » فَقِيلَ وَ مَا تِلْكَ الطَّاعَةُ قَالَ
«تَدْعُوهُ إِلَى النِّيَاحَاتِ وَ الْعُرُسَاتِ وَ الْحَمَامَاتِ وَ لُبْسِ التِّيَابِ الرِّقَاقِ فَيُجِيبُهَا.","Imam {a.s} said:
'Whoever obeys his wife (in matters of disobedience) will be thrown by Allah {SWT}, the
Exalted, on his face in the Fire.'
It was said: 'What kind of obedience is that?'
Imam {a.s} said:
""When She invites him to go to congregation of lamentations to extravagant festivities
(weddings), or going to public bathhouses, and or to wear delicate (thin/revealing)
clothing; and he approves it for her.""",,"Man La Yahduruhu Al-Faqih, Vol. 1 • Al-Wafi, Vol. 6, p. 593 • Wasa’il Al-Shi’a, vol. 2, p. 49",man-la-yahduruhu-al-faqih-vol.1.pdf,136,136
22,"THE RITUAL BATH OF JUMU’AH, ENTERING THE BATHHOUSE, ITS ETIQUETTE, AND TEACHINGS ON",242,"وَ سَأَلَ أَبُو بَصِيرٍ أَبَا عَبْدِ اللَّهِ عَلَيْهِ السَّلَاَمُ: عَنِ الرَّجُلِ يَدَعُ غُسْلَ يَوْمِ الْجُمُعَةِ نَاسِياً أَوْ مُتَعَمِّداً فَقَالَ «إِذَا
كَانَ نَاسِياً فَقَدْ تَمَّتْ صَلاَتُهُ وَ إِنْ كَانَ مُتَعَمَّداً فَلْيَسْتَغْفِرِ اللَّهَ وَ لاَ يَعْذْ.","Abu Basir asked Imam Jafar ibn Muhammad Al-Sadiq {a.s} about a man who
neglects the Jumu’ah ritual bath (ghusl) either forgetfully or intentionally.
Imam {a.s} said: 'If he was forgetful, his prayer is valid. But if he did so intentionally, then
he should seek forgiveness from Allah {SWT} and not repeat it.’",,"Man La Yahduruhu Al-Faqih, Vol. 1",man-la-yahduruhu-al-faqih-vol.1.pdf,136,136
22,"THE RITUAL BATH OF JUMU’AH, ENTERING THE BATHHOUSE, ITS ETIQUETTE, AND TEACHINGS ON",243,"وَقَالَ الصَّادِقُ عَلَيْهِ السَّلَامُ: «لا تَتَكِ فِي الْحَمَّامِ فَإِنَّهُ يُذِيبُ شَحْمَ اَلْكُلْيَتَيْنِ وَ لا تُسَرَّحْ فِي الْحَمَّامِ فَإِنَّهُ
يُرَفَّقُ الشَّعْرَ وَ لَا تَغْسِلْ رَأْسَكَ بِالطّينِ فَإِنَّهُ يُسَمَّجُ الْوَجْهَ» وَ فِي حَدِيثٍ آخَرَ «يَذْهَبُ بِالْغَيْرَةِ وَ لا تَدَلَّكْ بِالْخَزَفِ
فَإِنَّهُ يُورِثُ اَلْبَرَصَ وَ لا تَمْسَحْ وَجْهَكَ بِالْإِزَارِ فَإِنَّهُ يَذْهَبُ بِمَاءِ الْوَجْهِ. وَ رُوِيَ «أَنَّ ذَلِكَ طِينُ مِصْرَ وَ خَزَفُ الشَّامِ.
والسواك في الحمام يورث وباء الأسنان. ولا يجوز التطهير والغسل بغسالة الحمام.","Imam Jafar ibn Muhammad Al-Sadiq {a.s} said:
'Do not recline in the bathhouse, for it melts the fat around the kidneys.
Do not comb your hair in the bathhouse, for it weakens the hair.
Do not wash your head with clay, for it disfigures the face,' and in another narration, 'it
removes protective modesty (ghayrah).
Do not scrub with pottery shards (khuzfah), for it causes leprosy,
Do not wipe your face with the izar (waistcloth), for it removes the glamour of the face.
And it is narrated that this refers to the clay of Egypt and the khuzfah (pottery) of
Sham.""","Using a toothstick (siwak) in the bathhouse causes tooth decay.
And it is not permissible to perform purification (taharah) and washing with water that
has been used in the bathhouse.","Man La Yahduruhu Al-Faqih, Vol. 1 • Al-Kafi, Volume 6, p. 501 • Al-Wafi, Vol. 6, p. 603 • Wasa’il Al-Shi’a, vol. 2, p. 45",man-la-yahduruhu-al-faqih-vol.1.pdf,137,137
22,"THE RITUAL BATH OF JUMU’AH, ENTERING THE BATHHOUSE, ITS ETIQUETTE, AND TEACHINGS ON",244,"وَقَالَ الصَّادِقُ عَلَيْهِ السَلاَمُ: «لِيَتَزَيَّنَنَّ أَحَدُكُمْ يَوْمَ الْجُمُعَةِ وَ يَعْتَسِلُ وَ يَتَطَيَّبُ وَ يَتَسَرَّحُ وَ يَلْبَسُ أَنظَفَ
ثِيَابِهِ وَ لَيَتَهَيَّا لِلْجُمُعَةِ وَ لَيَكُنْ عَلَيْهِ فِي ذَلِكَ الْيَوْمِ السَّكِينَةُ وَ الْوَقَارُ وَ لَيُحْسِنْ عِبَادَةَ رَبِّهِ وَ لَيَفْعَلِ الْخَيْرَ مَا
اِسْتَطَاعَ فَإِنَّ اللّهَ جَلَّ ذِكْرُهُ يَطَّلِعُ عَلَى الْأَرْضِ لِيُضَاعِفَ اَلْحَسَنَاتِ.","Imam Jafar ibn Muhammad Al-Sadiq {a.s} said:
'Let each of you adorn himself on Jumu’ah; perform the ritual bath (ghusl), apply
perfume, comb your hair, and wear your cleanest clothes.
He should prepare for Jumu’ah and embody tranquility and dignity on that day.
He should enhance worship your Lord {AZJ} excellently and do as much good as you can,
for surely Allah {SWT}, the Exalted, looks upon the earth to multiply the good deeds (on
Jumu’ah).""",,"Man La Yahduruhu Al-Faqih, Vol. 1",man-la-yahduruhu-al-faqih-vol.1.pdf,137,137
22,"THE RITUAL BATH OF JUMU’AH, ENTERING THE BATHHOUSE, ITS ETIQUETTE, AND TEACHINGS ON",245,- وَقَالَ أَبُو الْحَسَنِ مُوسَى بْنُ جَعْفَرٍ عَ: «لَا تَدْخُلُوا الْحَمَّامَ عَلَى الرِّيقِ وَ لا تَدْخُلُوهُ حَتَّى تَطْعَمُوا شَيْئاً.,"Abu Al-Hasan Imam Musa ibn Jafar Al-Kadhim {a.s} said: 'Do not enter the
bathhouse on an empty stomach, and do not enter it until you have eaten something.'",,"Man La Yahduruhu Al-Faqih, Vol. 1 • Makarim Al-Akhlaq, vol. 1, p. 53 • Awaali al-La’aali, Part 4, p. 12 • Al-Wafi, Vol. 6, p. 608 • Wasa’il Al-Shi’a, vol. 2, p. 52 • Bihar Al Anwar, Vol. 73, p. 77",man-la-yahduruhu-al-faqih-vol.1.pdf,138,138
22,"THE RITUAL BATH OF JUMU’AH, ENTERING THE BATHHOUSE, ITS ETIQUETTE, AND TEACHINGS ON",246,"وَقَالَ بَعْضُهُمْ: خَرَجَ ٱلصَّادِقُ عَلَيْهِ ٱلسَّلاَمُ مِنَ الْحَمَّامِ فَلَبِسَ وَ تَعَمَّمَ قَالَ «فَمَا تَرَكْتُ ٱلْعِمَامَةَ عِنْدَ خُرُوجِي
مِنَ اَلْحَمَّامِ فِي الشَّتَاءِ وَ اَلصَّيْفِ.","Some have narrated: ""Imam Jafar ibn Muhammad Al-Sadiq {a.s} exited the
bathhouse, dressed, and wrapped a turban upon his head.
Imam {a.s} said: 'I never leave off wearing a turban upon exiting the bathhouse, whether
in winter or summer.'",,"Man La Yahduruhu Al-Faqih, Vol. 1 • Makarim Al-Akhlaq, vol. 1, p. 53",man-la-yahduruhu-al-faqih-vol.1.pdf,138,138
22,"THE RITUAL BATH OF JUMU’AH, ENTERING THE BATHHOUSE, ITS ETIQUETTE, AND TEACHINGS ON",247,- وَقَالَ مُوسَى بْنُ جَعْفَرٍ عَ: «الْحَمَّامُ يَوْمٌ وَ يَوْمٌ لا يُكْثِرُ اللَّحْمَ وَ إِدْمَانُهُ كُلَّ يَوْمِ يُذْهِبُ شَحْمَ اَلْكُلْيَتَيْنِ.,"Imam Musa ibn Jafar Al-Kadhim {a.s} said: 'Bathing in the bathhouse every other
day does not increase fat. However, using it daily will deplete the fat of the kidneys.'",,"Man La Yahduruhu Al-Faqih, Vol. 1 • Al-Kafi, Volume 6, p. 496 • Makarim Al-Akhlaq, vol. 1, p. 53 • Al-Wafi, Vol. 6, p. 607 • Wasa’il Al-Shia, vol. 2, p. 31 • Bihar Al-Anwar, Vol. 73, p. 78",man-la-yahduruhu-al-faqih-vol.1.pdf,138,138
22,"THE RITUAL BATH OF JUMU’AH, ENTERING THE BATHHOUSE, ITS ETIQUETTE, AND TEACHINGS ON",248,"وَ كَانَ الصَّادِقُ عَ يَطَلِي فِي الْحَمَّامِ فَإِذَا بَلَغَ مَوْضِعَ ٱلْعَوْرَةِ قَالَ لِلّذِي يَطْلِي تَنَحَ ثُمَّ يَظلِي هُوَ ذَلِكَ ٱلْمَوْضِعَ.
ومن اطلى فلا بأس أن يلقي الستر عنه لان النورة سترة.","Imam Jafar ibn Muhammad Al-Sadiq {a.s} would apply Nuura (depilatory paste)
in the bathhouse, and when he reached the area of the private parts, he would instruct
the one applying it to move away, and then he would apply it himself to that area.","And for those who use Nuura (depilatory paste), there is no issue in removing the
covering from oneself because Nuura itself serves as a form of covering.","Man La Yahduruhu Al-Faqih, Vol. 1 • Al-Wafi, Vol. 6, p. 598 • Wasa’il Al-Shi’a, vol. 2, p. 68",man-la-yahduruhu-al-faqih-vol.1.pdf,138,138
22,"THE RITUAL BATH OF JUMU’AH, ENTERING THE BATHHOUSE, ITS ETIQUETTE, AND TEACHINGS ON",249,"وَ دَخَلَ الصَّادِقُ عَلَيْهِ السَّلاَمُ الْحَمَّامَ فَقَالَ لَهُ صَاحِبُ الْحَمَّامِ نُخْلِيهِ لَكَ فَقَالَ «لا إِنَّ الْمُؤْمِنَ خَفِيفُ
اَلْمَثُونَةً.","Imam Jafar ibn Muhammad Al-Sadiq {a.s} entered the bathhouse, the bathhouse
attendant offered to clear it for him.
Imam {a.s} said: 'No, a believer is light in their burdens.’",,"Man La Yahduruhu Al-Faqih, Vol. 1 • Wasa’il Al-Shi’a, vol. 2, p. 57",man-la-yahduruhu-al-faqih-vol.1.pdf,139,139
22,"THE RITUAL BATH OF JUMU’AH, ENTERING THE BATHHOUSE, ITS ETIQUETTE, AND TEACHINGS ON",250,"وَ رُوِيَ عَنْ عُبَيْدِ اللَّهِ الْمُرَافِقِيّ قَالَ: دَخَلْتُ حَمَّاماً بِالْمَدِينَةِ فَإِذَا شَيْخٌ كَبِيرٌ وَ هُوَ قَيِّمُ ٱلْحَمَّامِ فَقُلْتُ لَهُ يَا
شَيْخُ لِمَنْ هَذَا الْحَمَّامُ فَقَالَ لِأَبِي جَعْفَرٍ مُحَمَّدِ بْنِ عَلِيّ عَلَيْهِ السَّلاَمُ فَقُلْتُ أَكَانَ يَدْخُلُهُ قَالَ نَعَمْ فَقُلْتُ كَيْفَ كَانَ
يَصْنَعُ قَالَ كَانَ يَدْخُلُ فَيَبْدَأُ فَيَطْلِي عَانَتَهُ وَ مَا يَلِيهَا ثُمَّ يَلْفُ إِزَارَهُ عَلَى أَطْرَافِ إِحْلِيلِهِ وَ يَدْعُونِي فَأَظِلِي سَائِرَ
جَسَدِهِ فَقُلْتُ لَهُ يَوْماً مِنَ الْأَيَّامِ الَّذِي تَكْرَهُ أَنْ أَرَاهُ قَدْ رَأَيْتُهُ قَالَ «كَلاً إِنَّ النُورَةَ سُثْرَةً.","It was narrated by Ubaidullah Al-Marafiqi that he entered a bathhouse in
Medina and saw an elderly man who was the caretaker of the bathhouse.
(Al-Marafiqi) said to him: ‘O’ Shaykh, 'To whom does this bathhouse belong?'
(Old man) said: ‘It belongs to Imam Muhammad ibn Ali Al-Baqir {a.s}’
(Al-Marafiqi) asked: 'Did he use to come here?'
(Old man) replied: 'Yes.'
So (Al-Marafiqi) asked: ‘And what does He do (in the bathhouse)?’
(Old man) said: 'He would enter and first anoint the area around his private parts and
what was near it. Then, he would wrap his waistcloth (izar) around the edges of his
private area and call me to anoint the rest of his body."" One day, I said to him, ""What
you would dislike for me to see, I have already seen.'
Imam {a.s} said: 'Not at all; the Nuura (depilatory paste) is a form of covering.'",,"Man La Yahduruhu Al-Faqih, Vol. 1 • Al-Kafi, Volume 6, p. 497 • Al-Wafi, Vol. 6, p. 597 • Awalim al-Ulum, Vol. 19, p. 237",man-la-yahduruhu-al-faqih-vol.1.pdf,139,139
22,"THE RITUAL BATH OF JUMU’AH, ENTERING THE BATHHOUSE, ITS ETIQUETTE, AND TEACHINGS ON",251,"وَقَالَ عَبْدُ الرَّحْمَنِ بْنُ مُسْلِمِ ٱلْمَعْرُوفُ بِسَعْدَانَ: كُنْتُ فِي الْحَمَّامِ فِي الْبَيْتِ الْأَوْسَطِ فَدَخَلَ أَبُو الْحَسَنِ
مُوسَى بْنُ جَعْفَرٍ عَلَيْهِ السَّلاَمُ وَ عَلَيْهِ إِزَارٌ قَوْقَ النُّورَةِ فَقَالَ «السَّلاَمُ عَلَيْكُمْ» فَرَدَدْتُ عَلَيْهِ ٱلسَّلاَمَ وَ دَخَلْتُ الْبَيْتَ
الّذِي فِيهِ الْحَوْضُ فَاغْتَسَلْتُ وَ خَرَجْتُ.
وفي هذا إطلاق في التسليم في الحمام لمن عليه مئزر، والنهي الوارد عن التسليم فيه هو لمن لا مئزر عليه.","Abdur Rahman ibn Muslim, known as Sa'dan, said:
""I was in the middle room of the bathhouse when Abu Al-Hasan Imam Musa ibn Jafar
Al-Kadhim {a.s} entered, wearing a cloth over the Nuura (depilatory paste).""
Imam {a.s} said: 'Peace be upon you,'
I returned the greeting also. Then I entered the room with the basin, performed
ablution, and left.","This narration indicates that greeting with 'peace' is permissible in a bathhouse for
someone who is appropriately covered. However, it is discouraged to greet in such
settings if one is not covered.","Man La Yahduruhu Al-Faqih, Vol. 1 • Makarim Al-Akhlaq, vol. 1, p. 53 • Bihar Al-Anwar, Vol. 73, p. 78",man-la-yahduruhu-al-faqih-vol.1.pdf,140,140
22,"THE RITUAL BATH OF JUMU’AH, ENTERING THE BATHHOUSE, ITS ETIQUETTE, AND TEACHINGS ON",252,"وَ رَوَى حَنَانُ بْنُ سَدِيرٍ عَنْ أَبِيهِ قَالَ: دَخَلْتُ أَنَا وَ أَبِي وَ جَدِّي وَ عَمِّي حَمَّاماً فِي اَلْمَدِينَةِ فَإِذَا رَجُلٌ فِي
بَيْتِ الْمَسْلَخِ فَقَالَ لَنَا مِمَّنِ الْقَوْمُ فَقُلْنَا مِنْ أَهْلِ الْعِرَاقِ فَقَالَ وَ أَيْ الْعِرَاقِ فَقُلْنَا الْكُوفِيُونَ فَقَالَ «مَرْحَباً بِكُمْ يَا
أَهلَ الْكُوفَةِ وَ أَهْلا أَنْثُمُ الشَّعَارُ دُونَ الدِّثَارِ» ثُمَّ قَالَ «وَ مَا يَمْنَعْكُمْ مِنَ الْإِزَارِ » فَإِنَّ رَسُولَ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَ
آلِهِ قَالَ «عَوْرَةُ ٱلْمُؤْمِنِ عَلَى ٱلْمُؤْمِنِ حَرَامٌ» قَالَ فَبَعَثَ عَمِّي إِلَى كِرْبَاسَةٍ فَشَقَّهَا بِأَرْبَعَةٍ ثُمَّ أَخَذَ كُلُّ وَاحِدٍ مِنَّا
وَاجِداً ثُمَّ دَخَلْنَا فِيهَا فَلَمَّا كُنَّا فِي اَلْبَيْتِ الْحَارّ صَمَدَ لِجَدِّي فَقَالَ «يَا كَهْلُ مَا يَمْنَعْكَ مِنَ الْخِضَابِ» فَقَالَ لَهُ جَدِي
أَذرَكْتُ مَنْ هُوَ خَيْرٌ مِنَّي وَ مِنْكَ لاَ يَخْتَصِبُ فَقَالَ »وَ مَنْ ذَاكَ الّذِي هُوَ خَيْرٌ مِنَّي» فَقَالَ أَدْرَكْتُ عَلِيَ بْنَ أَبِي
طَالِبِ عَلَيْهِ السِّلاَمُ وَ لا يَخْتَصِبُ فَنَكَسَ رَأْسَهُ وَ تَصَابَّ عَرَقاً وَقَالَ «صَدَقْتَ وَ بَرِزْتَ» ثُمّ قَالَ «يَا كَهْلُ إِنْ
تَخْتَضِبْ فَإِنَّ رَسُولَ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَ آلِهِ قَدْ خَضَبَ وَ هُوَ خَيْرٌ مِنْ عَلِيّ عَلَيْهِ ٱلسَّلَاَمُ وَ إِنْ تَثَرُك فَلَكَ بِعَلِيّ
عَلَيْهِ السَّلامُ أُسْوَةً» قَالَ فَلَمَا خَرَجْنَا مِنَ الْحَمَّامِ سَأَلنَا عَنِ الرَّجُلِ فِي الْمَسْلَخِ فَإِذَا هُوَ عَلِيْ بْنُ الْحُسَيْنِ وَ مَعَهُ
اِبْتُهُ مُحَمَّدُ بْنُ عَلِيَّ عَلَيْهِ السَّلَاَمُ.
وفي هذا الخبر إطلاق للامام أن يدخل ولده معه الحمام دون من ليس بإمام وذلك أن الامام معصوم في صغره وكبر لا
يقع منه النظر إلى عورة في الحمام ولا غيره.","Hanan ibn Sudayr narrated from his father:
He said: 'I entered a bathhouse in Medina with my father, grandfather, and uncle.
There was a man in the changing room.’
Imam {a.s} said: ”Where are you people from?"" We replied: ”From the people of Al-Iraq”.
Imam {a.s} said: ”Which part of Al-Iraq?” We replied: ”From Al-Kufa”.
Imam {a.s} said: ”Welcome, O’ people of Kufa, you are the closest to us.”
Then He {a.s} said: ”Why are you not wearing a covering (waistcloth)? For Messenger of
Allah {saws} has said that 'The private parts of a believer are forbidden for another
believer to see.'""
My uncle then sent for a piece of cloth, cut it into four pieces, and each of us took one
before we entered (bathhouse). When we entered into the warm room (of bathhouse),
CLEANLINESS AND BEAUTIFICATION
the man turned to my grandfather and said: ""O’ elderly man, why do you not use henna
(dye)?""
My grandfather said: ""I have seen someone better than you and me who did not use
it.""
Imam {a.s} said: ""And Who is better than me?""
My grandfather replied: “I saw (Imam {a.s}) Ali ibn Abi Talib and he did not dye his hair.""
He {a.s} lowered his head and sweat fell from him, and said: “You have spoken truth and
sincere.
Then Imam {a.s} said: ""O’ elderly man, if you dye your hair, the Messenger of Allah {saws}
also dyed his hair, and He {saws} is better than (Imam {a.s}) Ali. And if you choose not to
dye, then you have Sunnah of (Imam {a.s}) Ali as an example.""
When we left the bathhouse, we asked about the man in the room, and it was told they
are Imam Ali ibn Al-Hussain {a.s}, with his son Imam Muhammad ibn Ali Al-Baqir {a.s}.”","In this hadith, it is stated that a Holy Imam is allowed to take his son with him to the
bathhouse, unlike everyone else who are not Imams {a.s}. This is because the Imams
are infallible both in their youth and in their old age, and they do not gaze upon the
nakedness in bathhouse or elsewhere.","Man La Yahduruhu Al-Faqih, Vol. 1 • Al-Kafi, Volume 6, p. 497 • Al-Wafi, Vol. 6, p. 639 • Bihar Al Anwar, Vol. 46, p. 141 • Awalim al-Ulum, Vol. 18, p. 290",man-la-yahduruhu-al-faqih-vol.1.pdf,140,141
22,"THE RITUAL BATH OF JUMU’AH, ENTERING THE BATHHOUSE, ITS ETIQUETTE, AND TEACHINGS ON",253,- وَقَالَ الصَّادِقُ عَلَيْهِ السَّلاَمُ: «اَلْفَخِذُ لَيْسَ مِنَ ٱلْعَوْرَةِ.,"Imam Jafar ibn Muhammad Al-Sadiq {a.s} said:
'The thigh is not considered part of the 'awrah (private parts).'",,"Man La Yahduruhu Al-Faqih, Vol. 1 • Makarim Al-Akhlaq, vol. 1, p. 56 • Al-Wafi, Vol. 6, p. 599 • Wasa’il Al-Shia, vol. 2, p. 35 • Bihar Al Anwar, Vol. 73, p. 80 • Bihar Al-Anwar, Vol. 101, p. 42",man-la-yahduruhu-al-faqih-vol.1.pdf,141,141
